"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,8.77,4.29,50.61,46.18,0,35.99,82.16
1984,16,49.04,32.14,57.49,0,0,18.76,18.76
1985,16,26.58,26.58,75,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,27.89,8.9,31.04,0,0,84.91,84.91
1988,16,42.18,42.18,75,0,0,0,0
1989,16,21.46,25,72.59,0,0,0,0
1990,16,16.07,21.57,55.5,0,0,23.75,23.75
1991,16,34.09,50,75,0,0,0,0
1992,16,0,2.63,52.63,100,0,30.92,130.92
1993,16,23.76,0,50,0,0,37.5,37.5
1994,16,40.5,43.67,75,0,0,0,0
1995,16,14.76,18.06,59.51,0,0,13.72,13.72
1996,16,50,25,75,0,0,0,0
1997,16,59.44,49.99,75,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,24.25,49.25,75,0,0,0,0
2000,16,9.42,27.92,75,36.82,0,0,36.82
2001,16,22.76,47.76,75,0,0,0,0
2002,16,24.7,49.7,75,0,0,0,0
2003,16,10.26,30.56,75,24.8,0,0,24.8
2004,16,17.58,21.86,54.29,0,0,26.78,26.78
2005,16,33.53,48.2,75,0,0,0,0
2006,16,0,25,75,100,0,0,100
2007,16,33.2,36.39,75,0,0,0,0
2008,16,38.75,38.58,75,0,0,0,0
2009,16,34.6,18.2,68.2,0,0,0,0
2010,16,4.64,20.91,66.27,100,0,0,100
2011,16,24.32,43.51,75,0,0,0,0
2012,16,22.98,47.98,75,0,0,0,0
2013,16,25,50,75,0,0,0,0
2014,16,0,25,70,100,0,0,100
2015,16,25,25,65.26,0,0,0,0
2016,16,20.37,37.12,75,0,0,0,0
2017,16,6.22,31.22,75,82.59,0,0,82.59
2018,16,58.07,33.07,64.57,0,0,1.09,1.09
2019,16,52.93,41.45,66.45,0,0,0,0
