"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,15.11,8.51,53.86,43.83,0,28.97,72.8
1984,16,52.69,36.99,61.99,0,0,5.74,5.74
1985,16,2.4,27.4,75,100,0,0,100
1986,16,50,50,75,0,0,0,0
1987,16,37.14,15.07,35.9,0,0,80.28,80.28
1988,16,35.62,33.72,75,0,0,0,0
1989,16,21.76,44.62,75,6.9,0,0,6.9
1990,16,33.6,34.42,59.42,0,0,13.09,13.09
1991,16,50,50,75,0,0,0,0
1992,16,15.77,20.28,55.77,40.16,0,23.52,63.68
1993,16,67.97,44.86,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,50,25,75,0,0,0,0
1997,16,62.75,37.75,73.89,0,0,0,0
1998,16,37.16,49.55,75,0,0,0,0
1999,16,36.81,50,75,0,0,0,0
2000,16,31.87,50,75,0,0,0,0
2001,16,49.67,49.81,75,0,0,0,0
2002,16,27.25,37,68.53,0,0,0,0
2003,16,37.78,49.19,75,0,0,0,0
2004,16,16.82,23.2,56.37,34.31,0,21.79,56.1
2005,16,20.85,45.85,75,11.96,0,0,11.96
2006,16,9.96,25,57.03,72.42,0,19.93,92.35
2007,16,38.69,40.16,75,0,0,0,0
2008,16,60.81,41.87,75,0,0,0,0
2009,16,50,50,75,0,0,0,0
2010,16,36.13,24.53,61.94,0,0,5.88,5.88
2011,16,57.05,50,75,0,0,0,0
2012,16,25.3,45.71,75,0,0,0,0
2013,16,43.79,50,75,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,49.75,35.79,45.85,0,0,51.84,51.84
2016,16,57.96,50,75,0,0,0,0
2017,16,15.43,36.9,75,42.06,0,0,42.06
2018,16,50,25,75,0,0,0,0
2019,16,48.26,44.74,75,0,0,0,0
