Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.0142857142857143,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344444444444444,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0151515151515152,0.0151515151515152,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,24.8,3.23823529411765,3.26109243697479,14.8,0,0,3.23823529411765,0,0,0,0.0228571428571429,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,33,0,0,0,0,0
8,2.02857142857142,0,6.3,16.7,4.27142857142858,0,22.3,0,16.7,0,0,0,16.7,0,0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,15.3,0,18.1,67.2,0,0,0,0,0
9,0,0,18.3714285714286,0,0,0,19.5,16.7,13.4,0,0,3.07142857142857,0,56.7,0,30.8,0,0,0,36.6,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0
10,4.74285714285714,0,8.92647058823529,3.2,11.5,10.5,0,3.7,14.4,4.7,4.2,3.92647058823529,8.66932773109244,10.2,37.2,0,0,54.3,3.2,14.7,3.2,26.9,0,8,8.3,15.2,5.8,9.1,4.6,4.3,7,8.1,0,7.2,0,4.2,10.8
11,13.1,7,3.4,15,9.4939393939394,10.6,8.1,0,8.7,12,10.4633838383838,8.4,16.4,8.4,12.8,13.9939393939394,7.2,36,0,3.9,4.4,14.3,11.7939393939394,18.1,19.8,29.2,3.2,11.9,0,12.2,10.6,11.4,0,5.8,13.3,0,16.2
12,11.5,0,28.3,5.5,6.13714285714285,0,6.13714285714285,31.4,0,22.9,37.9,10.2,8.9,26.9,11.6,18.1,10,16.8,5.8,0,4.7,13.6,19.4,3.7,8.4,21.4,7.8,15.7,8.5,0,12.1,36.5,0,6.5,35.8,4.1,5.5
13,22.4,7.7,9.59696969696969,0,15,0,0,4.6,49.9969696969697,14.6,18.8083982683983,35,23.1,37.1,18.2,13.1969696969697,7.6,12.1,12.9,0,0,0,22.2,26.9,8.6,52.5,0,54.3,9.1,13.2,7.8,42.7,53.2,51,31.5,12.9114285714286,8.1
14,31.6,29.2,21.3,17.4277777777778,62,3,24.8,0,15.1,11.6,33,14.8,2.6,41.5,36.5,26.9,2.6,0,3.1,5.5,0,0,9.9,12.2,3.6,27.9,4.1,3.1,35.6,3.9,23.6,42.1,5.4,26,54.5,2.4,8
15,24.9,23.5,30.8,19.5628571428571,100.9,4.3,17.5628571428571,0,14.7,0,25.6,0,24,72,59.1,26.1,7,6.4,5,5.7,13.1,0,17.7,38.8,23.7,15.8,0,11.8,67.9,19.2,11.4,80.3,30.9,12.3,22,20.8,29.5
16,23.6,9.4,0,15.86,8.1,35.1,19.5266666666666,0,5.9,5.7,28.8,21.3,18.3,68.7,89.2,18.1,0,38.7,18.7,11.6,11.6,0,29.1,8.2,24.9,38.8,46.7,12.9,14.2,11,5.9,9.9,12.6,11.8,4.3,26.1,17.9
17,9.3,37.7,40.5,50.9,55.4,7.7,10.8,7.7,49.4,0,16.8,22.3,17,83,40.6,0,9.1,0,21.4,30.2,7.8,21.3,22.9,19.8,56.6,37,52.5,11.5,54.4,15.2,22.1,7.8,35.2,17.9,7.1,49.2,44.6
18,9.9,45.3,18.4,104.6,23.7416666666667,9.9,23.8,23.6,112.3,18.1,9.9,53.7,23.6,14.8,69.8,27.4,66.9,30.2,50.2,67.3,49.8,56.3,60.7,25.6,90.5,45.3,13.3,29.4,39.8,75.2,56.9,18.8,29.8,31.2,33.4,45.5,50.9
19,39.1055555555555,59.1,65.9,103.8,29.4,105.5,101.5,51.5,137.3,23.9,32.3,114.7,42.5,139.4,106.7,119.8,170.6,115.1,69.6,49.7,115.2,28.8,131.6,55.5,140.3,73.2,67.5,55.6,65.9,92,88.4,57.3,93.4,78,128.4,127.7,68.2
20,41,64.1,108.6,41.6,33.3,205.4,108.8,126.3,101.2,47,80.5,105.2,92.1,115.2,63,171.7,139.4,121.4,142.6,79.3,83.9,120.8,97.4,43.3,118.5,113.7,96,221.7,104.9,177.7,136.1,73.7,67.9,126.3,106.9,89.4,72.5
21,84.6,76.7,74.6,129.827777777778,67.2138888888889,220,59.2,123.9,101.1,69.5,112.2,113.1,141,57.8,72.7,204.7,86.5,139.5,189.6,98.3,73.3,75.2,132.7,110,112,102.5,122.5,124.2,111.5,154.3,141.5,89.5,34.3,169.4,88.6,46.7,79.9
22,84.1,42.6,57.5,108.651984126984,99.7714285714285,112.3,88.7,59.4,84.1,94,58.6,38.6,123.2,128.2,93.2,140.9,50.1,209.2,162.7,118,145.5,133.4,61.1,139.8,132,117.3,48.8,157.7,139,134.3,92.3,125,145,142.9,122,96.9,133.3
23,75.9,70.0333333333333,24,75.7333333333333,87.9333333333333,128.3,70.8,49.1,104.7,164.5,62.4333333333333,181.6,124.5,88.7,81.2,153.9,144.6,190.4,118.9,66.3,146.9,117,73,65.3,61.8,88.6,80.8,166.3,98.5,72.2,152.4,78.3,70,100.2,184.4,90.2,81.9
24,76.9,30.4,88.3,74.6,33.8,102,70.7,37.4,40.4,75.6,73.1,124.9,85.9,132.2,44.9,207.5,149.1,101.8,90.3,46,116.6,42.6,156.1,181.9,96.4,84.1,110.6,190.9,95.3,97,80.2,124.3,103.352777777778,42.8,126.3,101.7,74.7
25,13,31.9508403361345,33.7,38.8794117647059,14.3,44.5,21.4714285714286,27.9,15.3,19.1,42.4,19.6,12.2,53.2,10.9,42.4,49.2,28.6,17.2,35,33.7,19.8,30.9,46.3,42,60.9,25.2,35.7,27.1,27.7,40.9,37.6,35.4794117647059,30.6,36.6,50.9,30
