Time,NDVI
Jul 1981,0.3146452
Jul 1982,0.2200242
Jul 1983,0.1620726
Jul 1984,0.2019032
Jul 1985,0.2313468
Jul 1986,0.3587339
Jul 1987,0.2729113
Jul 1988,0.2185242
Jul 1989,0.2905726
Jul 1990,0.2222823
Jul 1991,0.2178387
Jul 1992,0.1805887
Jul 1993,0.2687823
Jul 1994,0.3056532
Jul 1995,0.2638226
Jul 1996,0.3766533
Jul 1997,0.3609113
Jul 1998,0.2678549
Jul 1999,0.252129
Jul 2000,0.22275
Jul 2001,0.3200484
Jul 2002,0.3242016
Jul 2003,0.2918952
Jul 2004,0.2695161
Jul 2005,0.2738387
Jul 2006,0.242371
