"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,30.32,28.95,67.15,0,0,0,0
1984,16,2.68,4.79,53.47,100,0,50.13,150.13
1985,16,15.88,40.88,75,16.29,0,0,16.29
1986,16,25,50,75,0,0,0,0
1987,16,55.35,41.3,59.75,0,0,26.85,26.85
1988,16,18.6,25,75,0,0,0,0
1989,16,32.72,32.72,75,0,0,0,0
1990,16,19.76,23.82,54.06,0,0,47.93,47.93
1991,16,44.36,50,75,0,0,0,0
1992,16,0,19.45,69.45,100,0,0,100
1993,16,35.03,34.3,75,0,0,0,0
1994,16,47.6,47.6,75,0,0,0,0
1995,16,6.19,31.19,75,90.81,0,0,90.81
1996,16,61.75,50,75,0,0,0,0
1997,16,34.99,31.59,50,0,0,62.96,62.96
1998,16,50,50,75,0,0,0,0
1999,16,28.53,50,75,0,0,0,0
2000,16,29.72,50,75,0,0,0,0
2001,16,7.08,7.08,50,83.98,0,62.96,146.95
2002,16,3.23,8.66,58.66,100,0,30.88,130.88
2003,16,17.77,42.77,70.93,1.74,0,0,1.74
2004,16,25,33.19,58.19,0,0,32.63,32.63
2005,16,25,50,75,0,0,0,0
2006,16,31.1,39.55,54.58,0,0,46.01,46.01
2007,16,40.57,50,75,0,0,0,0
2008,16,26.6,44.24,75,0,0,0,0
2009,16,38.01,50,75,0,0,0,0
2010,16,41.44,21.79,67.55,0,0,0,0
2011,16,48.47,48.47,75,0,0,0,0
2012,16,30.1,50,75,0,0,0,0
2013,16,21.43,39.37,67.95,0,0,0,0
2014,16,7.11,32.11,75,83.76,0,0,83.76
2015,16,9,25,75,69.23,0,0,69.23
2016,16,48.68,50,75,0,0,0,0
2017,16,35.37,47.45,75,0,0,0,0
2018,16,45.59,45.59,75,0,0,0,0
2019,16,64.39,39.39,75,0,0,0,0
