Time,NDVI
Jul 1981,0.3350403
Jul 1982,0.1551613
Jul 1983,0.2154678
Jul 1984,0.2252258
Jul 1985,0.2182339
Jul 1986,0.388629
Jul 1987,0.2238629
Jul 1988,0.1440403
Jul 1989,0.2143065
Jul 1990,0.3167177
Jul 1991,0.2119113
Jul 1992,0.1743468
Jul 1993,0.2202419
Jul 1994,0.2837984
Jul 1995,0.2606291
Jul 1996,0.3262178
Jul 1997,0.3124194
Jul 1998,0.2145323
Jul 1999,0.2223145
Jul 2000,0.2467984
Jul 2001,0.3430564
Jul 2002,0.2975645
Jul 2003,0.2585726
Jul 2004,0.2421049
Jul 2005,0.2659194
Jul 2006,0.2692984
