"","MIXEDET"
"1983",-3.49755566048371
"1984",31.9102084346582
"1985",38.2376535058879
"1986",25.899839835187
"1987",9.82188469197284
"1988",30.4645108752036
"1989",49.5269249091897
"1990",15.6586352777166
"1991",5.07462205613989
"1992",38.0925607862181
"1993",37.5140321661132
"1994",60.2889537939944
"1995",51.9282792472684
"1996",47.620098142986
"1997",23.9986884139468
"1998",47.8154072657363
"1999",69.8224636342056
"2000",24.2
"2001",29.6
"2002",10.4
"2003",36.7
"2004",22.6
"2005",47.3
"2006",45.7
"2007",70.7
"2008",59.2
"2009",33.8
"2010",69.5
"2011",28.7
"2012",30.3
"2013",42.3
"2014",37.6
