Time,NDVI
Oct 1981,0.3750968
Oct 1982,0.3587339
Oct 1983,0.3199033
Oct 1984,0.2329274
Oct 1985,0.2907581
Oct 1986,0.378
Oct 1987,0.3314516
Oct 1988,0.3407016
Oct 1989,0.2978307
Oct 1990,0.2679597
Oct 1991,0.2823871
Oct 1992,0.3572016
Oct 1993,0.2941452
Oct 1994,0.4706936
Oct 1995,0.3936855
Oct 1996,0.3653548
Oct 1997,0.3381613
Oct 1998,0.3930807
Oct 1999,0.3965242
Oct 2000,0.3888307
Oct 2001,0.3891613
Oct 2002,0.3488226
Oct 2003,0.3729436
Oct 2004,0.2953871
Oct 2005,0.3182904
Oct 2006,0.3557097
