"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,7.38,4.29,51.61,66.03,0,44.86,110.89
1984,16,50,50,75,0,0,0,0
1985,16,26.81,26.81,74.69,0,0,0,0
1986,16,28.87,50,75,0,0,0,0
1987,16,32.04,15.37,36.67,0,0,81.29,81.29
1988,16,48.14,48.14,75,0,0,0,0
1989,16,20.74,25,75,0,0,0,0
1990,16,11,30.46,69.46,14.24,0,1.31,15.56
1991,16,34.89,50,75,0,0,0,0
1992,16,0,2.53,52.53,100,0,42.6,142.6
1993,16,32.79,25,75,0,0,0,0
1994,16,42.8,46.76,75,0,0,0,0
1995,16,15.35,20.47,61.31,0,0,21.2,21.2
1996,16,64.89,39.89,75,0,0,0,0
1997,16,58.48,48.49,75,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,8.37,33.37,75,51.91,0,0,51.91
2000,16,6.87,26.53,75,73.3,0,0,73.3
2001,16,22.5,47.5,75,0,0,0,0
2002,16,27.78,50,75,0,0,0,0
2003,16,20.13,30.59,75,0,0,0,0
2004,16,21.56,22.41,54.13,0,0,38.7,38.7
2005,16,31.38,45.9,75,0,0,0,0
2006,16,0,25,75,100,0,0,100
2007,16,44.74,41.89,75,0,0,0,0
2008,16,46.43,38.49,75,0,0,0,0
2009,16,47,26.92,72.3,0,0,0,0
2010,16,4.04,12.55,62.55,100,0,18.17,118.17
2011,16,47.57,50,75,0,0,0,0
2012,16,20.82,45.82,75,0,0,0,0
2013,16,31.65,50,75,0,0,0,0
2014,16,42.56,50,75,0,0,0,0
2015,16,37.68,48.25,65.22,0,0,11.66,11.66
2016,16,19.04,37.82,75,0,0,0,0
2017,16,6.26,31.26,75,82.01,0,0,82.01
2018,16,52.43,28.87,75,0,0,0,0
2019,16,54.13,38.09,63.09,0,0,16.86,16.86
