Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0151515151515152,0.0151515151515152,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,0,0,0.911764705882353,0.476470588235294,0,0,0,0.435294117647059,0,0.476470588235294,0,0,0.435294117647059,0,0,0,0,0,0,0,16.2,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0
7,0,0,26.5735294117647,5.33638655462185,0,0,0,28.3735294117647,0,0,0,3.66285714285715,0,30.2,23.2,0,0,0,0,0,0,0,23.2,30.2,0,0,26.7,0,0,0,0,0,0,0,0,0,0
8,5.33142857142858,0,10.9942857142857,44.3,5.66285714285714,0,18.1,0,0,0,55.8,0,0,0,26.4,0,0,0,0,0,0,23.2,56.6,23.6,0,0,26.7,42.5,0,0,0,27.7,0,0,0,0,39.9
9,0,0,7.55142857142857,0,0,0,35.3,41,0,0,0,7.55142857142857,0,94.7,0,0,32,25.3,0,63.1,25.3,0,0,0,60.9,0,49,0,0,21.9,0,0,17.7,0,0,0,0
10,9.24571428571429,0,13.3352941176471,19.8,9.9,23,12,12.4,58.9,5.8,31.3,7.93529411764706,17.1810084033614,29.8,32.8,0,0,110.6,12.7,25.8,0,43.2,0,18.3,12.3,21.1,15.7,17.6,10.3,12.4,8.2,9.2,0,5.5,0,21,8.4
