T2,MODIS HAIN ET
Oct 2000,12.8
Oct 2001,6.2
Oct 2002,2.0
Oct 2003,45.6
Oct 2004,7.2
Oct 2005,47.8
Oct 2006,54.8
Oct 2007,70.5
Oct 2008,49.5
Oct 2009,36.2
Oct 2010,58.1
Oct 2011,15.0
Oct 2012,29.3
Oct 2013,39.3
Oct 2014,49.0
