T2,MODIS HAIN ET
Jul 2000,62.8
Jul 2001,25.6
Jul 2002,19.8
Jul 2003,92.4
Jul 2004,43.3
Jul 2005,84.4
Jul 2006,58.6
Jul 2007,89.8
Jul 2008,101.3
Jul 2009,54.4
Jul 2010,94.2
Jul 2011,37.0
Jul 2012,87.8
Jul 2013,18.2
Jul 2014,44.2
