Time,NDVI
Oct 1981,0.4798226
Oct 1982,0.5215968
Oct 1983,0.4107097
Oct 1984,0.4252581
Oct 1985,0.3438064
Oct 1986,0.4393549
Oct 1987,0.3919839
Oct 1988,0.3351774
Oct 1989,0.3657904
Oct 1990,0.3112742
Oct 1991,0.4682258
Oct 1992,0.4737742
Oct 1993,0.4099516
Oct 1994,0.5505968
Oct 1995,0.4091936
Oct 1996,0.4173387
Oct 1997,0.3977097
Oct 1998,0.5005323
Oct 1999,0.5164033
Oct 2000,0.5426452
Oct 2001,0.5193064
Oct 2002,0.5201613
Oct 2003,0.4797258
Oct 2004,0.3791291
Oct 2005,0.4106936
Oct 2006,0.4956452
