Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0.13830925,0.13830925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.979133,0,0,0,0,0,0,0,0,0
2,0,0,0.128832054054054,0,0,0,0,0.615457297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.006616,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.642939810810811,0,18.78677,0,0,0,0,1.027835,3.974168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.767178296638655,0.361203411764706,0.233631529411765,0.486581914285714,0,1.304685,0,0.514227911764706,0.0806070294117647,0,1.94542748582785,0,7.826077,0,0,0,0,0,0,0,0,0,9.540277,0,28.65014,0,0,0,0,0,0,0,0,0,32.398891,0,0
6,0.9401052,9.401052,2.42890528108108,0.9401052,0.9401052,0,0.9401052,5.6664572,6.9898682,6.736678,6.9207222,0.9401052,0.9401052,0,0.9401052,0.9401052,0.9401052,0,0.9401052,0.9401052,0.9401052,0,0.9401052,0.9401052,0.9401052,0,0.9401052,0.9401052,0.9401052,0,0.9401052,0.9401052,0.9401052,37.57281,5.7350652,0.9401052,0.9401052
7,0,0,0.579841228571429,0,104.483477228571,0,1.71796835135135,2.95313278378379,0,0,0,96.68731,0,11.469414,7.11896,0.579841228571429,0,0,0,40.119628,0,0,0,0,0,0,4.478687,0,0,0,0,15.60786,0,0,0,0,0
8,0,15.37494,1.53923145945946,9.369205,2.43839172972973,0,55.564938,0,10.70881,6.067131,11.91422,6.906138,0,0,24.137027,1.19230202702703,0,0,11.606799,0,0,6.216515,56.235698,52.224239,13.51793,0,0,0,11.38905,0,0,29.286817,6.234445,68.96405,2.909635,0,0
9,0.0380729166666667,0,1.30377525750751,0,0,1.54057208108108,38.568455,12.421915,0,0,0.763945611111111,0,0,23.392775,18.454358,10.105267,0,0,5.067974,56.335978,10.69125,0,0,10.8735,3.574156,0,22.140955,0,0,16.473631,0,0,0,0,4.313804,0,24.655113
10,7.3197545,0,7.02210351351351,16.2554443783784,32.12465,6.922713,1.55588277777778,20.7365821891892,0,0,26.234863,0.71983872972973,14.2987507777778,0,20.616351,0,0,6.507953,0,52.406653,0,12.501327,0,32.798031,55.56473,0,3.491252,0,14.010491,0,8.683607,5.696403,0,7.518784,0,0,5.55689
