Time,NDVI
Oct 1981,0.5127903
Oct 1982,0.5347903
Oct 1983,0.5069436
Oct 1984,0.3507984
Oct 1985,0.5009193
Oct 1986,0.4438629
Oct 1987,0.3950807
Oct 1988,0.4744355
Oct 1989,0.4690242
Oct 1990,0.5539113
Oct 1991,0.4459032
Oct 1992,0.5153468
Oct 1993,0.4049274
Oct 1994,0.617121
Oct 1995,0.3825403
Oct 1996,0.3592904
Oct 1997,0.4006613
Oct 1998,0.4532661
Oct 1999,0.4632339
Oct 2000,0.4732581
Oct 2001,0.4537016
Oct 2002,0.4381936
Oct 2003,0.5064033
Oct 2004,0.464242
Oct 2005,0.4880968
Oct 2006,0.4531452
