Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0555555555555556,0.5,0.0967320261437909,0.0702614379084968,0.0555555555555556,0,0.0555555555555556,0.0820261437908497,0.0555555555555556,0.0147058823529412,0.0555555555555556,0.0555555555555556,0.0820261437908497,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0.555555555555556,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.955555555555556,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0.0555555555555556
7,0,0,2.26764705882353,3.53336134453782,0,0,0,2.26764705882353,0,0,0,1.26571428571429,0,32.3,0,0,0,0,0,0,0,0,0,44.3,0,0,18.6,0,0,0,0,26.2,0,0,0,0,0
8,4.17142857142857,0,7.66285714285714,29.2,3.49142857142857,0,0,0,15,0,25.8,0,22.4,0,17.3,0,0,0,0,0,0,0,22,21.9,0,0,0,44.5,15,0,0,31,0,0,0,0,24.1
9,0,0,3.45142857142857,0,0,0,33.7,0,0,0,0,3.45142857142857,0,59.9,0,0,0,0,26.7,18.8,30.2,0,0,0,12.9,0,30.2,0,0,0,0,0,14.8,0,0,0,0
10,5.33999999999999,0,4.40588235294118,10.9,5.9,10.2,3.7,8.6,27.4,0,17.7,8.10588235294118,9.74588235294117,9,26.8,0,0,71.9,0,13.4,0,28.6,0,12.8,8,15.8,11.3,4.3,7.5,0,4,12,3.4,3.7,0,9.1,7
