Time,NDVI
Jul 1981,0.4000645
Jul 1982,0.09241936
Jul 1983,0.2167419
Jul 1984,0.1986129
Jul 1985,0.2328226
Jul 1986,0.5598872
Jul 1987,0.3033226
Jul 1988,0.2299516
Jul 1989,0.2709194
Jul 1990,0.2978065
Jul 1991,0.2061452
Jul 1992,0.3003226
Jul 1993,0.3229678
Jul 1994,0.2786452
Jul 1995,0.3406774
Jul 1996,0.5580323
Jul 1997,0.4875807
Jul 1998,0.2177419
Jul 1999,0.324742
Jul 2000,0.274
Jul 2001,0.4578065
Jul 2002,0.3489839
Jul 2003,0.3892097
Jul 2004,0.3951936
Jul 2005,0.4041613
Jul 2006,0.3730323
