"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,26.22,1.53,38.88,0,0,8.9,8.9
1984,16,10.34,12.36,36,0,0,17.13,17.13
1985,16,9.97,27.79,69.8,0,0,0,0
1986,16,26.31,41.94,66.94,0,0,0,0
1987,16,32.39,11.44,8.81,0,0,94.84,94.84
1988,16,0.39,9.89,59.89,100,0,0,100
1989,16,0.35,0,28.43,100,0,38.77,138.77
1990,16,0,10.76,49.55,100,0,0,100
1991,16,13.42,29.72,56.02,0,0,0,0
1992,16,0,0,50,100,0,0,100
1993,16,38.59,46.27,61.82,0,0,0,0
1994,16,27.27,44.15,75,0,0,0,0
1995,16,3.12,28.12,75,100,0,0,100
1996,16,29.98,13.62,57.23,0,0,0,0
1997,16,19.52,27.59,75,0,0,0,0
1998,16,30.02,50,71.29,0,0,0,0
1999,16,0,25,75,100,0,0,100
2000,16,32.68,32.37,57.37,0,0,0,0
2001,16,0,0,45.3,100,0,0,100
2002,16,3.97,0,22.17,100,0,56.65,156.65
2003,16,13.75,11.44,24.79,0,0,49.16,49.16
2004,16,2.34,4.22,44.18,100,0,0,100
2005,16,0,13.04,50.86,100,0,0,100
2006,16,20.31,18.9,41.19,0,0,2.33,2.33
2007,16,3.07,25,75,100,0,0,100
2008,16,3.19,8.45,47.61,100,0,0,100
2009,16,0,5.37,55.37,100,0,0,100
2010,16,0,25,75,100,0,0,100
2011,16,25.4,8.28,43.52,0,0,0,0
2012,16,12.08,12.08,25,0,0,48.57,48.57
2013,16,0.36,8.36,58.36,100,0,0,100
2014,16,5.27,9.4,54.89,0,0,0,0
2015,16,27.03,18.18,58.17,0,0,0,0
2016,16,12.26,14.24,59.52,0,0,0,0
2017,16,0.33,25.33,50.13,100,0,0,100
2018,16,4.65,25,72.51,100,0,0,100
2019,16,0,0,27.01,100,0,42.81,142.81
