"","1","2","3"
"1981",41,50,75
"1982",61,49,75
"1983",34,23,73
"1984",71,50,75
"1985",46,46,75
"1986",75,50,75
"1987",71,48,74
"1988",39,25,75
"1989",69,44,75
"1990",25,50,75
"1991",50,50,75
"1992",25,37,62
"1993",23,40,75
"1994",75,50,75
"1995",46,44,75
"1996",61,36,75
"1997",75,50,75
"1998",37,50,75
"1999",34,50,75
"2000",50,50,75
"2001",73,50,75
"2002",59,50,75
"2003",37,50,75
"2004",50,50,75
"2005",50,50,75
"2006",34,50,75
"2007",75,50,75
"2008",75,50,75
"2009",50,41,75
"2010",24,40,75
"2011",50,50,75
"2012",44,50,75
"2013",58,50,75
"2014",25,50,75
"2015",65,50,75
"2016",50,50,75
"2017",25,50,75
"2018",75,50,75
"2019",75,50,75
"2020",70.8205128205128,50,75
