Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.223976333333333,0,0.223976333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.063148
2,0.470274444444444,0,0.548401417417417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.820578,0,0,0,0,0,0,0,0,0,0,0
3,0.0777373333333333,0,0,0,0,0,0,0,0.0777373333333333,0,0,0,0,0,2.798544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.0985727567567568,0,0,0,0,0,0,0,3.647192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.270683617647059,0.270683617647059,0,0,0,3.002534,0,0.270683617647059,0,0,0.270683617647059,0,0,0,0,0,0,0,0,0,0,0,9.203243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2856903,2.856903,0.625049961776062,0.448197042857143,0.2856903,0,0.2856903,0.448197042857143,0.2856903,0,0.2856903,5.9734263,6.8292483,0,0.2856903,0.2856903,0.2856903,0,0.2856903,0.2856903,0.2856903,0,0.2856903,0.2856903,0.2856903,0,0.2856903,0.2856903,0.2856903,0,0.2856903,0.2856903,0.2856903,0,0.2856903,0.2856903,0.2856903
7,0,4.623256,0.972258028571429,0,17.2681980285714,0,0,0.342384135135135,0,0,0,0,0,5.745514,0,0.972258028571429,0,0,0,6.814167,8.044957,0,0,0,0,0,0,0,0,0,0,23.156348,0,0,0,0,0
8,0,0,0.57366327027027,2.59483,0.843676513513514,0,52.94391,0,5.925025,0,0,0,0,0,1.378538,0.51291927027027,0,0,0,0,0,0,43.502386,0,0,0,0,0,12.248581,0,0,52.29831,0,0,0,0,28.429
9,0,0,7.591538,0,0,0.858603378378378,22.56333,0,0,0,13.01735,0,0,52.033453,0,14.37421,0,0,0,18.027339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.677963138888889,0,0.197541081081081,0,0,3.841581,0.605883575075075,0.511078783783784,10.126724,0,0,0,0.344940277777778,4.090926,16.027226,0,0,24.749752,0,11.640933,0,4.63202,0,34.8869,0,18.62584,0,0.5869691,0,2.359148,0,0,0,0,0,0,12.31774
