Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0161290322580645,0.0161290322580645,0.0161290322580645,0,0,0,0.0282502443792766,0.0282502443792766,0,0.0282502443792766,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,20.8,3.36176470588235,3.3846218487395,13.2,0,0,3.36176470588235,0,0,0,0.0228571428571429,0,13.2,0,0,0,0,0,11.3,15.1,0,0,0,0,0,18.9,0,0,0,0,22.6,0,0,0,0,0
8,1.97428571428572,0,6.61142857142857,28.2,4.63714285714286,0,28.2,0,0,0,0,0,0,0,33.8,0,0,0,0,0,0,0,28.2,0,0,0,0,0,16.9,0,15.5,80.6,0,0,0,0,0
9,0,0,15.6657142857143,0,0,0,33.9,0,12.4,0,12.4,3.26571428571428,0,66.8,0,49.1,0,0,0,40.6,0,0,0,0,0,0,15.5,0,0,11.4,0,0,0,0,0,0,0
10,5.49714285714285,0,10.1470588235294,3.5,14.9,13.7,4.1,4.1,9,4.6,13,4.64705882352941,10.1442016806723,12.4,37.6,0,0,58.2,4.1,17.5,5.2,35.5,0,9,10.7,16.9,5.5,11.6,5.1,6.1,7.2,5.2,0,13,0,4.9,12.3
11,12.1,6.6,3.9,16.3,12.9757575757576,11.2,19.9,0,8.1,10.7,11.8813131313131,9,15.4,7.5,14.8,13.7757575757576,13.7,37.8,3.3,4.9,4.9,18.3,13.7757575757576,20.3,22.6,32.3,0,14.6,3.1,13.4,12.7,13.5,0,5,13.6,0,17.7
