Time,NDVI
Oct 1981,0.6486775
Oct 1982,0.6756774
Oct 1983,0.5684839
Oct 1984,0.4969677
Oct 1985,0.5579355
Oct 1986,0.5809355
Oct 1987,0.5086129
Oct 1988,0.6062903
Oct 1989,0.5938388
Oct 1990,0.6506774
Oct 1991,0.5989355
Oct 1992,0.5531291
Oct 1993,0.5832581
Oct 1994,0.677871
Oct 1995,0.5378065
Oct 1996,0.4776452
Oct 1997,0.4594194
Oct 1998,0.5376775
Oct 1999,0.5970646
Oct 2000,0.5817742
Oct 2001,0.5753226
Oct 2002,0.5259678
Oct 2003,0.5816129
Oct 2004,0.5736129
Oct 2005,0.589613
Oct 2006,0.4963549
