Time,NDVI
Jul 1981,0.3528064
Jul 1982,0.2053548
Jul 1983,0.416742
Jul 1984,0.3430645
Jul 1985,0.4142903
Jul 1986,0.4290645
Jul 1987,0.4776452
Jul 1988,0.2808387
Jul 1989,0.4243871
Jul 1990,0.2570645
Jul 1991,0.2469355
Jul 1992,0.3524839
Jul 1993,0.3253871
Jul 1994,0.5078387
Jul 1995,0.2106452
Jul 1996,0.3934516
Jul 1997,0.4456129
Jul 1998,0.4682258
Jul 1999,0.4062903
Jul 2000,0.2939678
Jul 2001,0.5242258
Jul 2002,0.5130968
Jul 2003,0.3710323
Jul 2004,0.4711291
Jul 2005,0.2873226
Jul 2006,0.4376452
