"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,11.49,1.72,33.29,0,0,16.78,16.78
1984,16,0.3,0.3,7.6,100,0,92.36,192.36
1985,16,0,21.46,46.4,100,0,0,100
1986,16,25,34.93,34.93,0,0,11.96,11.96
1987,16,1.22,3.08,13.29,100,0,75.61,175.61
1988,16,0,0,50,100,0,0,100
1989,16,0.63,8.5,52.84,100,0,0,100
1990,16,0,0,38.86,100,0,0.42,100.42
1991,16,0,25,50,100,0,0,100
1992,16,0,15.73,40.73,100,0,0,100
1993,16,0,0,50,100,0,0,100
1994,16,0,25,61.27,100,0,0,100
1995,16,3.13,2.96,52.96,100,0,0,100
1996,16,14.27,22.92,57.54,0,0,0,0
1997,16,36.91,36.91,50,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,0,7.31,57.31,100,0,0,100
2000,16,2.1,7.27,35.3,100,0,10.89,110.89
2001,16,12.84,12.84,50,0,0,0,0
2002,16,7.94,24.83,54.77,0,0,0,0
2003,16,0,12.75,52.75,100,0,0,100
2004,16,4.86,4.86,24.2,100,0,43.53,143.53
2005,16,0,17.57,61.94,100,0,0,100
2006,16,0,25,75,100,0,0,100
2007,16,3.37,28.37,75,100,0,0,100
2008,16,9.81,10.25,59.76,0,0,0,0
2009,16,0,15.85,49.95,100,0,0,100
2010,16,0,0,50,100,0,0,100
2011,16,14.25,0,50,0,0,0,0
2012,16,0,0,50,100,0,0,100
2013,16,0,0,50,100,0,0,100
2014,16,0,0,25,100,0,41.18,141.18
2015,16,0,0,0,100,0,100,200
2016,16,0,0,50,100,0,0,100
2017,16,5.32,20.79,55.59,0,0,0,0
2018,16,4.97,25,64.4,100,0,0,100
2019,16,8.33,18.25,43.25,0,0,0,0
