Time,HainET30Y Evapotranspiration
Oct 1983,20.00582
Oct 1984,12.60662
Oct 1985,27.18563
Oct 1986,28.47076
Oct 1987,17.34089
Oct 1988,32.50514
Oct 1989,33.17612
Oct 1990,18.26218
Oct 1991,20.05886
Oct 1992,25.07261
Oct 1993,30.19263
Oct 1994,36.00181
Oct 1995,26.79452
Oct 1996,32.17815
Oct 1997,20.3145
Oct 1998,38.96194
Oct 1999,32.6479
Oct 2000,33.87982
Oct 2001,35.4803
Oct 2002,30.92026
Oct 2003,39.48429
Oct 2004,25.42407
Oct 2005,41.64419
Oct 2006,31.78487
Oct 2007,32.04848
Oct 2008,37.98123
Oct 2009,25.04514
Oct 2010,33.11358
Oct 2011,23.92495
Oct 2012,31.62852
Oct 2013,19.60491
