T2,MODIS HAIN ET
Jul 2000,12.0
Jul 2001,11.8
Jul 2002,3.7
Jul 2003,36.0
Jul 2004,4.2
Jul 2005,30.5
Jul 2006,26.6
Jul 2007,57.3
Jul 2008,48.0
Jul 2009,26.6
Jul 2010,54.7
Jul 2011,19.4
Jul 2012,42.9
Jul 2013,14.5
Jul 2014,34.8
