Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0147058823529412,0,0,0,0,0,0.0147058823529412,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.0294117647058824,0.0551260504201681,0.5,0,0,0.0294117647058824,0,0,0,0.0257142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0
8,0.02,0,0.111428571428571,0,0.0914285714285714,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.5,1.7,0,0,0,0,0
9,0,0,2.10571428571429,0,0,0,0,0,0,0,0,1.30571428571429,0.6,11.8,0,14.6,0,0,11.2,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0
10,1.72285714285714,0,2.63529411764706,0,4.5,1.4,0,2.9,10.6,1.8,3.1,1.23529411764706,2.9581512605042,2,11.3,0,0,17.5,2.8,5,0,8.8,0,2.4,1,6.5,1.9,2,0,1.5,2.7,2.8,1.4,1.6,1.1,2.1,2.2
11,4.6,2.7,2.2,3,4.27272727272727,3.6,2.3,2.2,5.1,5.3,4.03383838383838,1.8,7.5,3.6,6.2,3.97272727272727,2.6,14.9,1.2,0,0,4.5,5.37272727272727,7,8.3,12.2,1.5,4.5,0,4.1,0,7.4,0,2.2,5.6,0,5.5
