"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",9.483213,20.19988,24.44311,14.46642,12.60074,13.92076,10.04397,20.61908,14.20689,9.611814,11.83161,22.6482,12.099,14.72353
"Feb",7.848578,14.15797,10.7596,9.506843,10.32446,8.409245,7.189674,14.89083,9.639857,9.72242,5.741961,8.050652,6.087502,8.435777
"Mar",9.189809,12.66667,11.11393,10.52886,9.829209,10.24189,7.357271,9.800796,4.333017,11.08787,11.47911,13.43399,10.55328,9.983626
"Apr",10.01641,10.54682,10.25281,8.600584,18.66473,10.55525,9.174576,9.426736,7.322115,8.270109,11.78583,8.81177,9.446806,6.470344
"May",9.921315,7.14444,5.950558,4.732998,6.383122,15.60588,10.12672,7.231037,13.36641,5.639642,18.92997,14.25129,8.422588,13.86692
"Jun",9.255933,5.948364,7.824723,21.2284,20.54341,18.89064,16.6493,26.96546,27.416,11.70742,23.11353,24.7351,19.84296,22.0941
"Jul",45.9481,41.47662,39.25615,61.01972,58.65363,64.08657,56.24602,69.22761,55.62519,48.02502,61.64473,57.268,60.2235,62.15016
"Aug",71.39716,80.77002,79.60879,87.74126,86.28759,79.19756,78.37555,78.76659,77.82968,81.02477,83.58379,73.70081,79.57259,76.37406
"Sep",66.00973,69.61657,66.4638,74.1143,62.14528,69.28329,67.47208,67.2309,65.45647,64.22398,67.07235,67.37981,62.56821,67.23651
"Oct",40.43415,37.30337,27.32309,35.28099,29.77667,33.63862,38.62679,33.0467,35.98262,34.98762,31.90893,32.49521,27.67509,44.15666
"Nov",28.7427,19.9949,15.8539,19.69668,18.92109,19.33891,25.40622,19.05685,28.7867,18.38392,21.47318,32.69331,24.89352,29.94158
"Dec",23.63081,16.20737,21.65379,16.04426,19.09099,11.69639,26.90461,13.30216,14.36863,17.02147,19.85634,16.15138,13.27977,20.47837
