"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",18.82,34.02515,52.05004,36.43033,29.87479,34.36538,18.35079,43.07444,26.33445,15.66521,20.47004,27.17149,22.28539,19.86605
"Feb",11.77963,27.80055,23.15102,32.58011,31.11022,25.99085,19.81025,32.5859,21.25465,14.0701,10.9253,14.02619,11.10513,20.69612
"Mar",19.47896,24.97125,26.2356,33.83465,19.36095,34.98026,27.22978,25.25568,4.98501,18.7558,19.08535,18.41574,14.70507,13.64596
"Apr",10.92518,17.23643,24.28576,23.2604,20.35065,15.13574,21.65062,19.53603,8.145067,11.24035,16.45531,12.97575,18.09597,10.05091
"May",7.705383,14.57643,9.715365,8.200403,6.570419,22.10052,14.99594,8.040694,11.77991,6.880346,16.38038,15.65531,12.49105,13.3505
"Jun",2.755253,4.461179,3.990333,6.61531,7.315426,9.910645,6.705495,11.38063,9.010303,4.390245,7.585182,10.15566,7.27577,5.825552
"Jul",12.2013,16.32263,8.661016,20.08089,12.9413,23.74601,21.45111,29.86547,16.85082,18.07102,23.88552,17.80153,22.17709,16.97609
"Aug",30.63736,38.56161,25.57262,32.20173,28.0378,29.25238,30.48289,35.71671,24.67331,29.26318,30.99762,31.02332,30.71886,30.19858
"Sep",24.07231,29.46591,24.52779,27.02259,20.73199,24.7568,28.02276,28.64118,22.19806,22.43326,29.22846,25.4834,23.228,25.10846
"Oct",26.15109,22.93026,13.25089,17.29107,15.51569,14.6761,19.8814,18.10025,23.21101,17.10139,19.31156,17.20193,12.78149,22.65156
"Nov",20.96622,16.5554,12.78067,18.45595,17.16576,16.37057,19.33578,15.51054,22.54121,13.74527,14.36133,32.2657,12.11598,23.01592
"Dec",30.39572,16.71549,33.64037,20.85042,28.33097,10.99068,42.12996,14.13529,14.84582,20.1708,12.79586,19.78591,14.51051,18.44593
