Time,precipitation
1-10 Jan 1981,1.589511
11-20 Jan 1981,1.652029
21-31 Jan 1981,1.680448
1-10 Feb 1981,0.7862209
11-20 Feb 1981,0.8898187
21-28 Feb 1981,1.230277
1-10 Mar 1981,5.816289
11-20 Mar 1981,16.61457
21-31 Mar 1981,28.08115
1-10 Apr 1981,7.23986
11-20 Apr 1981,10.30662
21-30 Apr 1981,11.42971
1-10 May 1981,5.364967
11-20 May 1981,19.44016
21-31 May 1981,9.087444
1-10 Jun 1981,5.348199
11-20 Jun 1981,15.60185
21-30 Jun 1981,43.91043
1-10 Jul 1981,85.90685
11-20 Jul 1981,78.4411
21-31 Jul 1981,72.18263
1-10 Aug 1981,68.13631
11-20 Aug 1981,83.17426
21-31 Aug 1981,81.11772
1-10 Sep 1981,17.66628
11-20 Sep 1981,30.47001
21-30 Sep 1981,20.96724
1-10 Oct 1981,10.56997
11-20 Oct 1981,1.514122
21-31 Oct 1981,1.67201
1-10 Nov 1981,2.846913
11-20 Nov 1981,2.422051
21-30 Nov 1981,3.031875
1-10 Dec 1981,1.677132
11-20 Dec 1981,2.103389
21-31 Dec 1981,2.082824
1-10 Jan 1982,2.979339
11-20 Jan 1982,3.383751
21-31 Jan 1982,1.673567
1-10 Feb 1982,1.105932
11-20 Feb 1982,1.066792
21-28 Feb 1982,1.479829
1-10 Mar 1982,11.50784
11-20 Mar 1982,4.374944
21-31 Mar 1982,3.512312
1-10 Apr 1982,22.72442
11-20 Apr 1982,7.634796
21-30 Apr 1982,20.58537
1-10 May 1982,13.74786
11-20 May 1982,14.83392
21-31 May 1982,8.171811
1-10 Jun 1982,16.41619
11-20 Jun 1982,24.37013
21-30 Jun 1982,17.13017
1-10 Jul 1982,38.12796
11-20 Jul 1982,34.01602
1-10 Aug 1982,49.97372
11-20 Aug 1982,47.23692
21-31 Aug 1982,62.1074
1-10 Sep 1982,21.36582
11-20 Sep 1982,8.979255
21-30 Sep 1982,16.83822
1-10 Oct 1982,12.52577
11-20 Oct 1982,6.353271
21-31 Oct 1982,2.437649
1-10 Nov 1982,2.925735
11-20 Nov 1982,3.617158
21-30 Nov 1982,3.547014
1-10 Dec 1982,2.404957
11-20 Dec 1982,1.768241
21-31 Dec 1982,2.305149
1-10 Jan 1983,1.828006
11-20 Jan 1983,2.298874
21-31 Jan 1983,2.419012
1-10 Feb 1983,1.146052
11-20 Feb 1983,1.157308
21-28 Feb 1983,1.479829
1-10 Mar 1983,4.744321
11-20 Mar 1983,4.773774
21-31 Mar 1983,5.338301
1-10 Apr 1983,8.168545
11-20 Apr 1983,6.763757
21-30 Apr 1983,20.45555
1-10 May 1983,13.82793
11-20 May 1983,10.71487
21-31 May 1983,11.69178
1-10 Jun 1983,42.32186
11-20 Jun 1983,16.87444
21-30 Jun 1983,17.13017
1-10 Jul 1983,38.51319
11-20 Jul 1983,66.29948
21-31 Jul 1983,51.31115
1-10 Aug 1983,47.70216
11-20 Aug 1983,62.91611
21-31 Aug 1983,60.66242
1-10 Sep 1983,10.27721
11-20 Sep 1983,23.11698
21-30 Sep 1983,15.73714
1-10 Oct 1983,4.38392
11-20 Oct 1983,2.467168
21-31 Oct 1983,2.437649
1-10 Nov 1983,2.925735
11-20 Nov 1983,5.863737
21-30 Nov 1983,3.547014
1-10 Dec 1983,2.389559
11-20 Dec 1983,1.979834
21-31 Dec 1983,2.305149
1-10 Jan 1984,2.164803
11-20 Jan 1984,2.281028
21-31 Jan 1984,2.441839
1-10 Feb 1984,0.9517929
11-20 Feb 1984,0.9350947
21-29 Feb 1984,2.734594
1-10 Mar 1984,4.744321
11-20 Mar 1984,4.773774
21-31 Mar 1984,5.338301
1-10 Apr 1984,6.63616
11-20 Apr 1984,9.205204
21-30 Apr 1984,5.10782
1-10 May 1984,10.49377
11-20 May 1984,26.48473
21-31 May 1984,24.06588
1-10 Jun 1984,22.84279
11-20 Jun 1984,13.34156
21-30 Jun 1984,30.56613
1-10 Jul 1984,53.32316
11-20 Jul 1984,47.26389
21-31 Jul 1984,65.6452
1-10 Aug 1984,64.05507
11-20 Aug 1984,50.17886
21-31 Aug 1984,34.86974
1-10 Sep 1984,21.10425
11-20 Sep 1984,46.34654
21-30 Sep 1984,15.73714
1-10 Oct 1984,4.302181
11-20 Oct 1984,2.468936
21-31 Oct 1984,2.437649
1-10 Nov 1984,2.809768
11-20 Nov 1984,3.617158
21-30 Nov 1984,2.723097
1-10 Dec 1984,2.386892
11-20 Dec 1984,1.993852
21-31 Dec 1984,2.305149
1-10 Jan 1985,2.180998
11-20 Jan 1985,2.316313
21-31 Jan 1985,2.441839
1-10 Feb 1985,1.146052
11-20 Feb 1985,1.150527
21-28 Feb 1985,1.411349
1-10 Mar 1985,4.792453
11-20 Mar 1985,4.773774
21-31 Mar 1985,5.403896
1-10 Apr 1985,19.05931
11-20 Apr 1985,10.08511
21-30 Apr 1985,15.88869
1-10 May 1985,16.87029
11-20 May 1985,12.78506
21-31 May 1985,11.69178
1-10 Jun 1985,16.41619
11-20 Jun 1985,23.66813
21-30 Jun 1985,24.31807
1-10 Jul 1985,51.03181
11-20 Jul 1985,97.28889
21-31 Jul 1985,79.06654
1-10 Aug 1985,50.30275
11-20 Aug 1985,42.6399
21-31 Aug 1985,78.69398
1-10 Sep 1985,49.25546
11-20 Sep 1985,22.7724
21-30 Sep 1985,8.040125
1-10 Oct 1985,4.38392
11-20 Oct 1985,2.467168
21-31 Oct 1985,2.437649
1-10 Nov 1985,2.925735
11-20 Nov 1985,3.473785
21-30 Nov 1985,2.998249
1-10 Dec 1985,2.404957
11-20 Dec 1985,1.993852
21-31 Dec 1985,2.305149
1-10 Jan 1986,2.180998
11-20 Jan 1986,2.298874
21-31 Jan 1986,2.419012
1-10 Feb 1986,1.146052
11-20 Feb 1986,1.157308
21-28 Feb 1986,1.18173
1-10 Mar 1986,4.744321
11-20 Mar 1986,3.68518
21-31 Mar 1986,5.338301
1-10 Apr 1986,6.351665
11-20 Apr 1986,10.11644
21-30 Apr 1986,6.915236
1-10 May 1986,10.62544
11-20 May 1986,10.71487
21-31 May 1986,19.25873
1-10 Jun 1986,16.41619
11-20 Jun 1986,81.29394
21-30 Jun 1986,59.88158
1-10 Jul 1986,91.34867
11-20 Jul 1986,51.77258
21-31 Jul 1986,95.08673
1-10 Aug 1986,77.96056
11-20 Aug 1986,47.37774
21-31 Aug 1986,59.55357
1-10 Sep 1986,38.77302
11-20 Sep 1986,13.02768
21-30 Sep 1986,15.74104
1-10 Oct 1986,18.63217
11-20 Oct 1986,2.215419
21-31 Oct 1986,2.437649
1-10 Nov 1986,2.764518
11-20 Nov 1986,3.113369
21-30 Nov 1986,3.547014
1-10 Dec 1986,2.404957
11-20 Dec 1986,1.735815
21-31 Dec 1986,2.305149
1-10 Jan 1987,2.16397
11-20 Jan 1987,2.316313
21-31 Jan 1987,2.401833
1-10 Feb 1987,1.146052
11-20 Feb 1987,1.148134
21-28 Feb 1987,1.468657
1-10 Mar 1987,4.788949
11-20 Mar 1987,4.819555
21-31 Mar 1987,5.338301
1-10 Apr 1987,6.742737
11-20 Apr 1987,11.35827
21-30 Apr 1987,5.114544
1-10 May 1987,10.60184
11-20 May 1987,32.75204
21-31 May 1987,46.00806
1-10 Jun 1987,43.35324
11-20 Jun 1987,37.42349
21-30 Jun 1987,18.86775
1-10 Jul 1987,38.57224
11-20 Jul 1987,51.46027
21-31 Jul 1987,62.50826
1-10 Aug 1987,66.85883
11-20 Aug 1987,68.63051
21-31 Aug 1987,53.79144
1-10 Sep 1987,27.98727
11-20 Sep 1987,11.21974
21-30 Sep 1987,9.524113
1-10 Oct 1987,19.38207
11-20 Oct 1987,2.468936
21-31 Oct 1987,2.437649
1-10 Nov 1987,2.660708
11-20 Nov 1987,3.617158
21-30 Nov 1987,3.547014
1-10 Dec 1987,2.404957
11-20 Dec 1987,1.993852
21-31 Dec 1987,2.284781
1-10 Jan 1988,1.908715
11-20 Jan 1988,2.038304
