"","MIXEDET"
"1983",29.8696127398755
"1984",87.4788750110093
"1985",81.707241787172
"1986",84.0986170268567
"1987",32.4196588103576
"1988",63.4516299086005
"1989",75.9072901261914
"1990",80.6644956236018
"1991",49.2579621041758
"1992",61.4894103658285
"1993",25.705926651869
"1994",118.946132601835
"1995",77.1085611492334
"1996",74.4780118927488
"1997",36.7782896035435
"1998",112.624990323226
"1999",89.4530642024708
"2000",68.2
"2001",39.6
"2002",24.6
"2003",93.6
"2004",48.5
"2005",102.5
"2006",99.5
"2007",92.9
"2008",98.9
"2009",83
"2010",101.6
"2011",94.9
"2012",84.1
"2013",103.9
"2014",89.5
