T2,MODIS HAIN ET
Oct 2000,68.2
Oct 2001,39.6
Oct 2002,24.6
Oct 2003,93.6
Oct 2004,48.5
Oct 2005,102.5
Oct 2006,99.5
Oct 2007,92.9
Oct 2008,98.9
Oct 2009,83.0
Oct 2010,101.6
Oct 2011,94.9
Oct 2012,84.1
Oct 2013,103.9
Oct 2014,89.5
