"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",18.85215,28.43052,38.87245,23.23046,21.40586,26.56987,16.09935,37.68667,24.43807,13.98109,19.15961,25.98425,19.24543,19.77751
"Feb",12.57731,24.81972,19.92373,21.55565,21.49497,20.76656,16.06697,24.70869,17.77018,14.23111,10.65995,14.18121,11.01355,17.42017
"Mar",17.9627,19.5271,23.81614,23.50163,18.68808,24.11617,17.81269,20.37704,6.042291,18.35588,16.98467,18.20622,15.29902,15.54529
"Apr",12.62767,17.8163,19.18065,19.59494,21.1491,13.45291,16.05602,18.70207,10.12801,11.42429,15.82795,12.62426,14.74182,10.64181
"May",10.35261,11.47384,9.131175,9.398959,7.224363,18.37384,15.57394,11.15276,12.8458,8.045754,16.14919,16.22788,11.48826,15.25963
"Jun",6.292438,6.078659,6.396066,12.71757,16.34971,14.61043,13.19258,18.48594,17.33227,9.110626,14.8858,17.12509,14.3644,11.54214
"Jul",32.02347,34.70712,23.30807,44.9263,35.62601,43.84896,40.68311,51.34848,30.70596,38.85456,50.93228,29.79748,39.28371,36.01856
"Aug",57.84806,64.93034,56.19479,57.34488,60.28038,51.82867,61.57987,59.34943,48.09793,51.94074,62.49466,57.73706,52.92247,55.02913
"Sep",51.10084,52.89768,52.59257,54.63716,51.37152,48.219,52.96878,52.75145,41.79554,48.31383,50.40293,51.32516,48.12069,52.02029
"Oct",38.47278,36.08403,25.64748,32.03529,29.86988,28.63793,37.09527,31.15239,32.20184,27.15595,30.29066,30.75903,27.21586,38.86705
"Nov",27.14832,23.18128,18.72013,24.01357,23.38452,20.63486,29.75628,20.46026,25.29195,19.63133,22.59894,35.08096,20.64549,30.58821
"Dec",28.16628,19.86382,28.11286,19.3529,26.83423,13.48152,41.79098,16.54943,16.27417,17.54904,18.60631,21.17056,15.67414,22.08845
