"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,19,48.83,25,57.68,4.2,0,0,4.2
1984,19,39.05,25,36.95,39.09,0,52.05,91.14
1985,19,75,11.77,75,0,0,0,0
1986,19,75,25,75,0,0,0,0
1987,19,30.81,24.1,52.41,68.53,0,0,68.53
1988,19,73.1,25,64.4,0,0,0,0
1989,19,52.29,25,33.79,0,0,63.74,63.74
1990,19,51.59,25,29.91,0,0,78.09,78.09
1991,19,75,25,66.49,0,0,0,0
1992,19,50.96,14.2,50.69,0,0,1.16,1.16
1993,19,75,25,61.56,0,0,0,0
1994,19,75,12.46,75,0,0,0,0
1995,19,75,25,69.4,0,0,0,0
1996,19,75,25,68.93,0,0,0,0
1997,19,67.71,25,49.15,0,0,6.86,6.86
1998,19,75,25,73.9,0,0,0,0
1999,19,75,25,75,0,0,0,0
2000,19,59.79,25,69.55,0,0,0,0
2001,19,58.71,25,75,0,0,0,0
2002,19,26.95,25,73.81,82.3,0,0,82.3
2003,19,30.7,25,66.59,68.93,0,0,68.93
2004,19,44.75,25,31.09,18.74,0,73.74,92.48
2005,19,56.26,25,67.43,0,0,0,0
2006,19,53.02,25,75,0,0,0,0
2007,19,75,25,75,0,0,0,0
2008,19,67.07,25,66.78,0,0,0,0
2009,19,60.74,13.14,48.59,0,0,8.91,8.91
2010,19,75,25,75,0,0,0,0
2011,19,67.55,25,63.56,0,0,0,0
2012,19,73.87,25,44.93,0,0,22.48,22.48
2013,19,61.07,25,75,0,0,0,0
2014,19,75,25,71.91,0,0,0,0
2015,19,68.7,25,75,0,0,0,0
2016,19,61.64,25,73.91,0,0,0,0
2017,19,55.15,25,69.78,0,0,0,0
2018,19,69.03,25,75,0,0,0,0
2019,19,43.57,25,53.04,22.96,0,0,22.96
