Time,NDVI
Jul 1981,0.3735323
Jul 1982,0.2896936
Jul 1983,0.3400806
Jul 1984,0.5086936
Jul 1985,0.4175645
Jul 1986,0.4462742
Jul 1987,0.4592097
Jul 1988,0.4719839
Jul 1989,0.3866613
Jul 1990,0.4200323
Jul 1991,0.4111452
Jul 1992,0.408742
Jul 1993,0.3186613
Jul 1994,0.4016129
Jul 1995,0.479242
Jul 1996,0.485871
Jul 1997,0.4654516
Jul 1998,0.3799033
Jul 1999,0.3194194
Jul 2000,0.4224032
Jul 2001,0.4411129
Jul 2002,0.3972581
Jul 2003,0.2499839
Jul 2004,0.4408064
Jul 2005,0.2296129
Jul 2006,0.3996774
