Time,NDVI
Oct 1981,0.6582984
Oct 1982,0.7011129
Oct 1983,0.63875
Oct 1984,0.5596371
Oct 1985,0.6217016
Oct 1986,0.6338146
Oct 1987,0.5190242
Oct 1988,0.6480242
Oct 1989,0.6350243
Oct 1990,0.6737661
Oct 1991,0.6349597
Oct 1992,0.6358387
Oct 1993,0.5111613
Oct 1994,0.6540726
Oct 1995,0.6174678
Oct 1996,0.4782984
Oct 1997,0.4776452
Oct 1998,0.5923226
Oct 1999,0.6058146
Oct 2000,0.5275807
Oct 2001,0.5556533
Oct 2002,0.575742
Oct 2003,0.6210645
Oct 2004,0.5763307
Oct 2005,0.615863
Oct 2006,0.5815322
