Time,NDVI
Jul 1981,0.4179677
Jul 1982,0.1319032
Jul 1983,0.1539274
Jul 1984,0.2058548
Jul 1985,0.2393226
Jul 1986,0.3940081
Jul 1987,0.216379
Jul 1988,0.2038065
Jul 1989,0.1942984
Jul 1990,0.3105403
Jul 1991,0.1860403
Jul 1992,0.1616774
Jul 1993,0.2130565
Jul 1994,0.2831129
Jul 1995,0.2656291
Jul 1996,0.3585323
Jul 1997,0.3180484
Jul 1998,0.1995403
Jul 1999,0.2535565
Jul 2000,0.1815726
Jul 2001,0.333129
Jul 2002,0.2619839
Jul 2003,0.2498145
Jul 2004,0.2255081
Jul 2005,0.2752823
Jul 2006,0.2715726
