"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",13.23464,21.97373,27.65132,15.74135,15.96318,19.16625,13.37805,25.79029,18.71659,10.66018,14.01318,18.49833,14.84911,15.92075
"Feb",8.074199,17.16626,13.68438,15.10946,14.24488,14.65942,11.82053,15.67318,11.92377,10.65651,7.560076,9.641885,8.367396,12.55623
"Mar",11.6488,14.29553,16.14127,15.13763,12.75947,16.56991,11.02008,14.21313,3.928196,13.43475,12.92067,14.27779,11.66007,11.84226
"Apr",9.263671,11.83463,12.79519,13.33451,17.94587,11.07459,11.45984,12.62382,7.935303,9.171083,14.06761,9.210001,10.40272,7.081557
"May",7.33167,7.456465,5.449323,5.438567,5.053197,15.51757,11.217,8.253075,11.03547,5.685306,14.07834,13.76743,7.752907,11.19923
"Jun",4.939074,6.303618,5.699993,12.0035,14.8032,14.13574,12.7929,17.1387,20.27951,9.450166,16.67556,17.88594,14.918,10.76444
"Jul",33.35992,39.31725,25.73597,46.50682,37.92871,49.43964,41.89981,57.658,40.11963,41.4431,53.20064,32.89329,41.7499,42.40888
"Aug",58.29902,67.10661,57.77407,66.25157,66.88665,60.28619,70.01272,70.15521,54.77268,60.35539,72.8952,64.95509,60.78403,63.77035
"Sep",50.79199,52.90969,50.15259,58.98598,51.2139,52.66843,55.77165,59.10463,44.9729,51.80112,54.3693,56.82298,51.21909,55.55167
"Oct",33.32087,31.23137,19.953,31.8751,26.39248,26.41778,34.88557,29.65007,30.85404,27.56505,28.64703,29.31113,27.10819,40.7439
"Nov",24.26427,18.43099,13.87051,21.2959,19.54222,16.82417,26.31003,18.54244,23.44274,17.13174,18.91005,30.7921,18.76059,28.57492
"Dec",23.27424,17.26005,21.22348,17.27108,20.02358,11.33532,31.21176,13.95658,14.06043,14.77818,14.80633,17.19205,13.30682,19.91046
