"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",24.77351,42.93215,49.2662,42.71636,35.30706,36.64062,19.31574,40.53049,25.35714,21.85678,25.46557,34.5653,30.4395,27.04861
"Feb",16.90685,31.58981,30.29863,31.73197,36.42449,27.44022,27.24078,36.07244,22.42393,18.72354,15.84089,24.30659,16.56524,28.76531
"Mar",19.12416,38.94045,35.24765,40.23133,32.04075,37.98127,29.50752,28.68014,9.074399,23.54042,31.15751,29.37369,20.28248,26.21509
"Apr",16.58299,35.22311,36.03027,37.82332,37.08274,26.19003,38.05693,32.09782,13.96588,20.78204,27.56399,24.35645,27.16595,23.52402
"May",13.96573,23.06459,19.20596,21.19816,18.14016,37.28336,30.656,19.33119,15.98241,13.69881,32.03954,24.28225,22.25723,22.73296
"Jun",7.599226,9.057483,10.09899,17.84118,17.40829,24.29094,17.3733,19.81569,15.81628,9.916315,18.92377,17.19094,14.86651,15.14117
"Jul",32.66735,28.60015,24.783,42.10976,40.54305,46.36747,43.66699,44.55096,24.61703,34.13438,45.29259,35.30748,33.22676,36.8341
"Aug",55.99192,64.40134,54.68959,59.43327,59.91771,54.49966,65.05048,61.91618,41.22508,58.62454,63.54283,59.87573,55.92558,54.23375
"Sep",64.10566,67.64843,69.34181,62.22212,56.15748,57.47449,64.65631,63.48142,52.06693,58.13126,63.09834,61.93264,54.74109,58.71591
"Oct",56.54963,51.98091,43.69143,41.47321,37.87437,41.85751,50.13898,40.5563,42.24208,39.51498,41.97319,44.55691,32.0083,58.98275
"Nov",40.18201,30.17274,24.68234,26.71496,25.94877,25.89923,32.94685,26.53168,37.87426,21.96537,29.35646,50.69015,24.47404,41.07428
"Dec",42.86458,23.16463,39.8579,25.20633,34.47388,17.27394,42.09765,19.89859,24.88146,26.53212,24.08229,35.78062,19.72399,28.59911
