Time,NDVI
Oct 1981,0.461742
Oct 1982,0.4805968
Oct 1983,0.3795807
Oct 1984,0.2530484
Oct 1985,0.3711774
Oct 1986,0.3982581
Oct 1987,0.3257419
Oct 1988,0.404371
Oct 1989,0.3577904
Oct 1990,0.3715968
Oct 1991,0.3900968
Oct 1992,0.4417097
Oct 1993,0.4272903
Oct 1994,0.5053871
Oct 1995,0.4113065
Oct 1996,0.356629
Oct 1997,0.3505161
Oct 1998,0.4490807
Oct 1999,0.4208549
Oct 2000,0.4493871
Oct 2001,0.4051452
Oct 2002,0.4518065
Oct 2003,0.4336129
Oct 2004,0.3659033
Oct 2005,0.4349194
Oct 2006,0.4413065
