"time","crop","value"
"1983","Barley",42
"1984","Barley",16
"1985","Barley",89
"1986","Barley",97
"1987","Barley",56
"1988","Barley",76
"1989","Barley",87
"1990","Barley",64
"1991","Barley",85
"1992","Barley",51
"1993","Barley",71
"1994","Barley",100
"1995","Barley",60
"1996","Barley",100
"1997","Barley",70
"1998","Barley",98
"1999","Barley",98
"2000","Barley",84
"2001","Barley",62
"2002","Barley",74
"2003","Barley",99
"2004","Barley",45
"2005","Barley",72
"2006","Barley",98
"2007","Barley",78
"2008","Barley",56
"2009","Barley",77
"2010","Barley",98
"2011","Barley",66
"2012","Barley",62
"2013","Barley",100
"2014","Barley",93
"2015","Barley",84
"2016","Barley",79
"2017","Barley",88
"2018","Barley",93
"1983","Maize",62
"1984","Maize",22
"1985","Maize",69
"1986","Maize",94
"1987","Maize",55
"1988","Maize",40
"1989","Maize",50
"1990","Maize",48
"1991","Maize",86
"1992","Maize",60
"1993","Maize",65
"1994","Maize",54
"1995","Maize",64
"1996","Maize",76
"1997","Maize",64
"1998","Maize",82
"1999","Maize",53
"2000","Maize",59
"2002","Maize",42
"2003","Maize",53
"2004","Maize",29
"2005","Maize",47
"2006","Maize",68
"2007","Maize",73
"2008","Maize",43
"2009","Maize",42
"2010","Maize",81
"2011","Maize",55
"2012","Maize",56
"2013","Maize",58
"2014","Maize",83
"2015","Maize",74
"2016","Maize",72
"2017","Maize",63
"2018","Maize",68
"1983","Sorghum",59
"1984","Sorghum",21
"1985","Sorghum",65
"1986","Sorghum",91
"1987","Sorghum",53
"1988","Sorghum",37
"1989","Sorghum",53
"1990","Sorghum",46
"1991","Sorghum",82
"1992","Sorghum",58
"1993","Sorghum",68
"1994","Sorghum",47
"1995","Sorghum",63
"1996","Sorghum",73
"1997","Sorghum",67
"1998","Sorghum",76
"1999","Sorghum",49
"2000","Sorghum",58
"2002","Sorghum",41
"2003","Sorghum",49
"2004","Sorghum",28
"2005","Sorghum",45
"2006","Sorghum",74
"2007","Sorghum",68
"2008","Sorghum",41
"2009","Sorghum",40
"2010","Sorghum",79
"2011","Sorghum",53
"2012","Sorghum",53
"2013","Sorghum",64
"2014","Sorghum",76
"2015","Sorghum",71
"2016","Sorghum",66
"2017","Sorghum",65
"2018","Sorghum",63
"1983","Teff",43
"1984","Teff",16
"1985","Teff",89
"1986","Teff",87
"1987","Teff",57
"1988","Teff",76
"1989","Teff",86
"1990","Teff",65
"1991","Teff",86
"1992","Teff",52
"1993","Teff",72
"1994","Teff",86
"1995","Teff",60
"1996","Teff",86
"1997","Teff",70
"1998","Teff",82
"1999","Teff",84
"2000","Teff",70
"2001","Teff",63
"2002","Teff",75
"2003","Teff",85
"2004","Teff",45
"2005","Teff",68
"2006","Teff",84
"2007","Teff",79
"2008","Teff",57
"2009","Teff",78
"2010","Teff",84
"2011","Teff",59
"2012","Teff",62
"2013","Teff",88
"2014","Teff",94
"2015","Teff",84
"2016","Teff",79
"2017","Teff",78
"2018","Teff",94
"1983","Wheat",42
"1984","Wheat",16
"1985","Wheat",88
"1986","Wheat",97
"1987","Wheat",57
"1988","Wheat",76
"1989","Wheat",87
"1990","Wheat",64
"1991","Wheat",85
"1992","Wheat",51
"1993","Wheat",71
"1994","Wheat",100
"1995","Wheat",60
"1996","Wheat",100
"1997","Wheat",70
"1998","Wheat",98
"1999","Wheat",98
"2000","Wheat",84
"2001","Wheat",62
"2002","Wheat",74
"2003","Wheat",99
"2004","Wheat",45
"2005","Wheat",72
"2006","Wheat",98
"2007","Wheat",79
"2008","Wheat",57
"2009","Wheat",77
"2010","Wheat",98
"2011","Wheat",67
"2012","Wheat",62
"2013","Wheat",100
"2014","Wheat",93
"2015","Wheat",84
"2016","Wheat",79
"2017","Wheat",88
"2018","Wheat",93
