Time,precipitation
1-10 Jan 1981,0.08138084
11-20 Jan 1981,0.0
21-31 Jan 1981,0.2831531
1-10 Feb 1981,1.140275
11-20 Feb 1981,1.89836
21-28 Feb 1981,1.579022
1-10 Mar 1981,9.408064
11-20 Mar 1981,17.49174
21-31 Mar 1981,27.39637
1-10 Apr 1981,5.134462
11-20 Apr 1981,7.129548
21-30 Apr 1981,9.875722
1-10 May 1981,2.785354
11-20 May 1981,9.532717
21-31 May 1981,4.944419
1-10 Jun 1981,3.701967
11-20 Jun 1981,6.245148
21-30 Jun 1981,21.74112
1-10 Jul 1981,78.83895
11-20 Jul 1981,89.64694
21-31 Jul 1981,72.47237
1-10 Aug 1981,78.08924
11-20 Aug 1981,73.66798
21-31 Aug 1981,75.45607
1-10 Sep 1981,10.01901
11-20 Sep 1981,15.93721
21-30 Sep 1981,6.409398
1-10 Oct 1981,4.718948
11-20 Oct 1981,0.4966777
21-31 Oct 1981,0.5957606
1-10 Nov 1981,1.668678
11-20 Nov 1981,1.809467
21-30 Nov 1981,1.977848
1-10 Dec 1981,1.187188
11-20 Dec 1981,1.440779
21-31 Dec 1981,1.219552
1-10 Jan 1982,0.1378668
11-20 Jan 1982,0.0
21-31 Jan 1982,0.2828645
1-10 Feb 1982,2.202091
11-20 Feb 1982,3.084664
21-28 Feb 1982,2.294605
1-10 Mar 1982,11.45212
11-20 Mar 1982,3.349945
21-31 Mar 1982,3.577698
1-10 Apr 1982,19.94708
11-20 Apr 1982,7.547194
21-30 Apr 1982,5.735709
1-10 May 1982,6.713667
11-20 May 1982,10.47447
21-31 May 1982,5.372287
1-10 Jun 1982,12.16586
11-20 Jun 1982,14.54344
21-30 Jun 1982,15.65624
1-10 Jul 1982,49.44321
11-20 Jul 1982,35.31709
1-10 Aug 1982,40.18933
11-20 Aug 1982,62.29321
21-31 Aug 1982,62.57039
1-10 Sep 1982,17.34971
11-20 Sep 1982,5.123452
21-30 Sep 1982,8.798591
1-10 Oct 1982,11.86341
11-20 Oct 1982,2.104799
21-31 Oct 1982,0.7854799
1-10 Nov 1982,2.154254
11-20 Nov 1982,3.004797
21-30 Nov 1982,2.790324
1-10 Dec 1982,1.66625
11-20 Dec 1982,2.953474
21-31 Dec 1982,1.115508
1-10 Jan 1983,0.1114531
11-20 Jan 1983,0.0
21-31 Jan 1983,0.5505801
1-10 Feb 1983,2.176
11-20 Feb 1983,2.816968
21-28 Feb 1983,2.294605
1-10 Mar 1983,4.282004
11-20 Mar 1983,3.853347
21-31 Mar 1983,3.959344
1-10 Apr 1983,7.649904
11-20 Apr 1983,9.869559
21-30 Apr 1983,20.00043
1-10 May 1983,15.72554
11-20 May 1983,10.6006
21-31 May 1983,20.53267
