Time,NDVI
Oct 1981,0.6948225
Oct 1982,0.632629
Oct 1983,0.5628548
Oct 1984,0.5361774
Oct 1985,0.5154194
Oct 1986,0.5821129
Oct 1987,0.488871
Oct 1988,0.5842581
Oct 1989,0.668871
Oct 1990,0.7237581
Oct 1991,0.6139839
Oct 1992,0.6163065
Oct 1993,0.5641613
Oct 1994,0.6492419
Oct 1995,0.5359516
Oct 1996,0.4359194
Oct 1997,0.4477742
Oct 1998,0.6135323
Oct 1999,0.6197581
Oct 2000,0.5140322
Oct 2001,0.511242
Oct 2002,0.5501291
Oct 2003,0.5966452
Oct 2004,0.5754516
Oct 2005,0.5562742
Oct 2006,0.5239677
