T2,MODIS HAIN ET
Jul 2000,15.6
Jul 2001,10.6
Jul 2002,2.8
Jul 2003,27.8
Jul 2004,5.3
Jul 2005,25.2
Jul 2006,21.5
Jul 2007,53.1
Jul 2008,36.8
Jul 2009,26.1
Jul 2010,43.5
Jul 2011,11.7
Jul 2012,37.1
Jul 2013,5.8
Jul 2014,21.3
