"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,30.65,28.71,75,0,0,0,0
1984,16,2.32,5.7,53.39,100,0,34.46,134.46
1985,16,15.62,40.62,75,3.43,0,0,3.43
1986,16,32.99,50,75,0,0,0,0
1987,16,53.71,48.27,61.44,0,0,2.25,2.25
1988,16,34.25,25,75,0,0,0,0
1989,16,35.82,32.75,75,0,0,0,0
1990,16,24.56,24.56,50,0,0,48,48
1991,16,45.34,50,75,0,0,0,0
1992,16,0,4.64,54.64,100,0,29.46,129.46
1993,16,34.87,34.15,75,0,0,0,0
1994,16,47.32,47.32,75,0,0,0,0
1995,16,8.37,33.37,75,69.32,0,0,69.32
1996,16,62.91,50,50,0,0,48,48
1997,16,25.21,30.09,75,0,0,0,0
1998,16,50,50,75,0,0,0,0
1999,16,28.41,50,75,0,0,0,0
2000,16,28.11,43.92,68.92,0,0,0,0
2001,16,6.94,25.09,68.14,82.33,0,0,82.33
2002,16,10.1,15.17,58.58,53.66,0,13.67,67.34
2003,16,16.55,28.67,63.22,0,0,0,0
2004,16,24.7,31.41,46.79,0,0,60.84,60.84
2005,16,25,50,75,0,0,0,0
2006,16,30.69,39.22,53.84,0,0,32.64,32.64
2007,16,10.85,25,75,46.83,0,0,46.83
2008,16,23.64,41.73,75,0,0,0,0
2009,16,35.77,36.64,61.64,0,0,1.45,1.45
2010,16,51.81,35.8,71.15,0,0,0,0
2011,16,44.65,44.65,75,0,0,0,0
2012,16,30.2,50,75,0,0,0,0
2013,16,17.3,36.33,69.03,0,0,0,0
2014,16,12.4,37.4,64.94,32.75,0,0,32.75
2015,16,9,20.15,70.15,63.64,0,0,63.64
2016,16,46.75,50,75,0,0,0,0
2017,16,34.1,50,69.67,0,0,0,0
2018,16,49.57,49.57,67.78,0,0,0,0
2019,16,72.69,47.69,75,0,0,0,0
