"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,17.25,27.88,75,59.16,0,0,59.16
1984,16,50,50,75,0,0,0,0
1985,16,39.23,39.23,75,0,0,0,0
1986,16,40.76,50,60.14,0,0,53.07,53.07
1987,16,55.75,35.15,60.15,0,0,53.05,53.05
1988,16,74.98,49.98,75,0,0,0,0
1989,16,54.78,35.23,75,0,0,0,0
1990,16,50,50,75,0,0,0,0
1991,16,30.65,50,75,14.5,0,0,14.5
1992,16,4.61,21.62,69.93,100,0,18.1,118.1
1993,16,48.08,35.72,75,0,0,0,0
1994,16,67.4,50,75,0,0,0,0
1995,16,39.08,50,75,0,0,0,0
1996,16,69.7,44.7,75,0,0,0,0
1997,16,75,50,62.75,0,0,43.76,43.76
1998,16,53.57,50,75,0,0,0,0
1999,16,37.52,50,75,0,0,0,0
2000,16,35.31,49.29,75,0,0,0,0
2001,16,72.23,50,75,0,0,0,0
2002,16,50,50,75,0,0,0,0
2003,16,32.6,43.18,75,8.01,0,0,8.01
2004,16,19.85,25.24,58.36,50.49,0,59.42,109.92
2005,16,31.62,50,75,11.26,0,0,11.26
2006,16,48.06,50,75,0,0,0,0
2007,16,61.22,49.33,74.33,0,0,2.41,2.41
2008,16,67.37,44.56,75,0,0,0,0
2009,16,58.16,45.02,75,0,0,0,0
2010,16,41.39,23.86,70.23,0,0,17.04,17.04
2011,16,74.33,50,75,0,0,0,0
2012,16,45.25,50,75,0,0,0,0
2013,16,35.62,47,75,0,0,0,0
2014,16,28.57,50,75,21.43,0,0,21.43
2015,16,50,50,75,0,0,0,0
2016,16,38.99,50,75,0,0,0,0
2017,16,34.24,50,75,2.52,0,0,2.52
2018,16,64.94,39.94,75,0,0,0,0
2019,16,65.75,50,75,0,0,0,0
