"","MIXEDVEGg"
"1981",0.316250211828183
"1982",0.315667558073411
"1983",0.312698649202442
"1984",0.317873011409645
"1985",0.31622408196721
"1986",0.322702759734675
"1987",0.314995952160868
"1988",0.309533564429681
"1989",0.32114323902016
"1990",0.320587531684517
"1991",0.305586348646954
"1992",0.313870770143477
"1993",0.312688771482819
"1994",0.319972979480512
"1995",0.320348806956691
"1996",0.313442164913832
"1997",0.320042509846456
"1998",0.305709806971937
"1999",0.309736097192811
"2000",0.307271
"2001",0.319665
"2002",0.3215741
"2003",0.3129827
"2004",0.3146429
"2005",0.3155793
"2006",0.3148766
"2007",0.3142003
"2008",0.3038492
"2009",0.2991479
"2010",0.2864065
"2011",0.2832393
"2012",0.306399
"2013",0.2981579
"2014",0.3094608
"2015",0.3023857
"2016",0.3104667
"2017",0.3260969
"2018",0.3213366
"2019",0.3259758
