"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006"
"Jul",0.4101255,0.2682092,0.2881249,0.2465167,0.4170009,0.4202572,0.4573508,0.2994309,0.4305391,0.3341998,0.2699398,0.3539498,0.3846946,0.4016558,0.3644693,0.4703725,0.475848,0.2944215,0.3268241,0.2782077,0.4428837,0.399542,0.3440221,0.4016058,0.4251074,0.4305473
"Aug",0.5295701,0.5047388,0.4897853,0.4979178,0.4846351,0.5812618,0.4734641,0.4291443,0.5659102,0.5675054,0.3759896,0.4819645,0.4528498,0.5433382,0.5473539,0.4836738,0.5527409,0.3637963,0.4288262,0.3911801,0.5284801,0.5391786,0.5301391,0.5090767,0.5376123,0.4545314
"Sep",0.6236353,0.6282802,0.6052736,0.592638,0.5579019,0.6137762,0.569835,0.5606592,0.5697894,0.6108077,0.5077145,0.5611266,0.4542997,0.6615928,0.6246114,0.4825174,0.5271284,0.5576826,0.5527176,0.4408812,0.5858912,0.5984663,0.6151752,0.5847542,0.5745515,0.5691222
"Oct",0.5627016,0.6034511,0.5259069,0.4878882,0.4710838,0.5325643,0.4901255,0.5410016,0.5347096,0.5269594,0.4651935,0.5204393,0.4802923,0.6331433,0.5175982,0.4396399,0.4426066,0.5825773,0.536657,0.5154347,0.4885438,0.471721,0.5088207,0.5096053,0.5019937,0.4941211
"Nov",0.4153377,0.4285832,0.4269457,0.3608421,0.3831595,0.4167984,0.4002059,0.4554054,0.4457756,0.3956147,0.374248,0.4368213,0.4130939,0.4776756,0.3983785,0.3609209,0.4150747,0.4774861,0.5000217,0.4590415,0.4215861,0.3531972,0.4151471,0.3871199,0.3895615,0.3996238
"Dec",0.3274972,0.3396582,0.3501638,0.3026097,0.3172197,0.3591445,0.3023916,0.3985882,0.3200503,0.3411685,0.3123104,0.3449147,0.3738138,0.3980571,0.3209828,0.3007475,0.3434816,0.3809413,0.3765071,0.380085,0.3623519,0.3220912,0.3567921,0.3224211,0.3298104,0.3252874
"Jan",,0.2520352,0.2852539,0.2815952,0.2935825,0.276105,0.2998775,0.2833945,0.329989,0.2676442,0.2741452,0.2546218,0.3130425,0.294629,0.3286771,0.2591802,0.2611808,0.2751955,0.3237091,0.3234443,0.3275717,0.2952611,0.2927032,0.2967787,0.2916491,0.284135
"Feb",,0.2235858,0.2698096,0.2811172,0.225677,0.2534914,0.239859,0.2520791,0.2619949,0.2199537,0.2508093,0.2328073,0.2734488,0.2180952,0.2690172,0.2204835,0.2335907,0.251846,0.3069571,0.2847089,0.2819194,0.2828091,0.2442926,0.2638208,0.2560579,0.2423856
"Mar",,0.225684,0.2181145,0.2342261,0.2178164,0.2416624,0.2090255,0.2533477,0.2281269,0.2085297,0.2467156,0.2156896,0.2331684,0.227018,0.2505032,0.2066916,0.1980156,0.2234228,0.2619801,0.2575201,0.2380054,0.2478304,0.2536024,0.2501239,0.2503851,0.2389072
"Apr",,0.2390106,0.2152222,0.224962,0.2179142,0.2032871,0.2035062,0.2181412,0.2257529,0.204148,0.2254299,0.2130986,0.1994759,0.2199233,0.2303938,0.2429662,0.2021525,0.2236597,0.2164429,0.1821302,0.2529553,0.2761691,0.208499,0.2237351,0.239871,0.2280039
"May",,0.2207999,0.1929242,0.1926606,0.1892277,0.197119,0.2215695,0.1772188,0.2071889,0.1895733,0.2022478,0.2034939,0.2303716,0.225159,0.2426613,0.3390837,0.2317877,0.2280894,0.2083875,0.2216467,0.2161719,0.2427302,0.1934932,0.2182599,0.213147,0.2320815
"Jun",,0.1848401,0.2130712,0.164984,0.292738,0.2086105,0.3668627,0.2212406,0.2689385,0.1737506,0.2475577,0.1900752,0.3777274,0.2095828,0.2555441,0.4720659,0.372639,0.2837555,0.1930062,0.239168,0.3089969,0.2292708,0.1936011,0.1971762,0.2383222,0.2643467
