"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,52,3.58,48.28,0,0,22.39,22.39
1984,16,34.99,29.58,54.58,0,0,1.41,1.41
1985,16,7.01,7.01,50,0,0,16.67,16.67
1986,16,25,50,60.27,0,0,0,0
1987,16,10.46,6.18,31.22,0,0,79.25,79.25
1988,16,18.96,37.95,75,0,0,0,0
1989,16,1.08,25,59.48,100,0,0,100
1990,16,11,16.82,55.83,0,0,0,0
1991,16,33.24,50,75,0,0,0,0
1992,16,0,2.67,52.67,100,0,7.77,107.77
1993,16,5.08,0,50,0,0,16.67,16.67
1994,16,6.91,31.91,75,0,0,0,0
1995,16,0,6.4,56.4,100,0,0,100
1996,16,32.29,25,75,0,0,0,0
1997,16,36.03,32.64,72.86,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,25,50,75,0,0,0,0
2000,16,20.32,25,75,0,0,0,0
2001,16,16.14,36.06,69.93,0,0,0,0
2002,16,24.47,28.36,53.88,0,0,3.72,3.72
2003,16,8.16,33.16,75,0,0,0,0
2004,16,10.27,14.68,54.41,0,0,1.98,1.98
2005,16,24.92,39.42,75,0,0,0,0
2006,16,0,0,47.06,100,0,26.45,126.45
2007,16,27.69,50,75,0,0,0,0
2008,16,23.74,30.92,75,0,0,0,0
2009,16,24.67,17.87,67.87,0,0,0,0
2010,16,0,10.69,60.69,100,0,0,100
2011,16,0.53,25,75,100,0,0,100
2012,16,7.37,32.37,75,0,0,0,0
2013,16,25,40.98,65.98,0,0,0,0
2014,16,0,25,73.22,100,0,0,100
2015,16,0,21.58,56.32,100,0,0,100
2016,16,3.95,15.74,61.78,100,0,0,100
2017,16,6.62,31.62,75,0,0,0,0
2018,16,39.86,25,69.94,0,0,0,0
2019,16,39.57,48.93,73.93,0,0,0,0
