T2,MODIS HAIN ET
Oct 2000,77.6
Oct 2001,27.4
Oct 2002,17.9
Oct 2003,84.4
Oct 2004,56.7
Oct 2005,102.9
Oct 2006,93.3
Oct 2007,102.3
Oct 2008,101.0
Oct 2009,84.3
Oct 2010,98.2
Oct 2011,94.3
Oct 2012,102.9
Oct 2013,93.8
Oct 2014,92.9
