"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,26.85,1.67,50.09,0,0,0,0
1984,16,12.52,19.16,36.66,0,0,5.37,5.37
1985,16,13.56,28.56,58.82,0,0,0,0
1986,16,25.38,50,75,0,0,0,0
1987,16,37.73,20.75,16.61,0,0,85.56,85.56
1988,16,0.97,10.86,60.86,100,0,0,100
1989,16,0.28,4.99,38.24,100,0,0,100
1990,16,0,0,45.82,100,0,0,100
1991,16,32.2,32.2,52,0,0,0,0
1992,16,0,0,27.26,100,0,42.97,142.97
1993,16,35.85,30.1,65.5,0,0,0,0
1994,16,37.72,50,75,0,0,0,0
1995,16,6.99,31.99,75,0,0,0,0
1996,16,40.42,39,75,0,0,0,0
1997,16,34.78,31.22,65.02,0,0,0,0
1998,16,26.32,35.11,63.87,0,0,0,0
1999,16,4.63,28.58,75,100,0,0,100
2000,16,22.66,24.24,41.49,0,0,0,0
2001,16,0,0,37.79,100,0,0.85,100.85
2002,16,4.35,0,23.55,100,0,57.78,157.78
2003,16,13.06,12.32,27.85,0,0,40.6,40.6
2004,16,0,0.74,35.16,100,0,11.36,111.36
2005,16,0,11.62,53.59,100,0,0,100
2006,16,27.92,41.28,65.68,0,0,0,0
2007,16,10.7,31.99,75,0,0,0,0
2008,16,5.99,7.09,36.41,0,0,6.36,6.36
2009,16,0,6.13,56.13,100,0,0,100
2010,16,6.3,26.41,75,0,0,0,0
2011,16,21.73,26.01,63.32,0,0,0,0
2012,16,12.15,28.53,54.47,0,0,0,0
2013,16,1.3,8.25,57.85,100,0,0,100
2014,16,10.07,6.66,51.57,0,0,0,0
2015,16,34.96,24.91,46.74,0,0,0,0
2016,16,12.98,18.63,62.78,0,0,0,0
2017,16,8.16,33.16,31.81,0,0,24.77,24.77
2018,16,8.77,25,63.73,0,0,0,0
2019,16,0,10.04,39.51,100,0,0,100
