"year","MIXEDET"
1983,17.5324603965252
1984,23.9000100322183
1985,35.9044966825797
1986,43.9367065754871
1987,35.4835961236015
1988,36.4241005570535
1989,36.4041181465687
1990,34.3422271535154
1991,39.2075309939358
1992,35.0671173997152
1993,35.3982042147841
1994,46.2113199674452
1995,43.1745596910557
1996,47.3551370123226
1997,36.3068071736107
1998,39.0346969136632
1999,37.2261204596497
2000,50.82418
2001,49.13724
2002,47.26205
2003,38.90016
2004,29.77478
2005,35.724
2006,42.01226
2007,37.38744
2008,43.75126
2009,26.59982
2010,42.02535
2011,37.07504
2012,33.02477
2013,39.2024818396785
2014,64.27499
