"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",20.31151,38.91163,50.01202,45.19912,34.8617,34.67448,17.34934,30.96177,22.12442,18.14979,20.66213,28.69982,22.5121,22.13737
"Feb",12.88683,24.31163,26.88682,28.37411,34.87428,21.8739,24.76204,28.01163,18.22449,14.49963,15.11209,18.51212,11.29952,24.24982
"Mar",16.47492,37.26102,28.6243,33.9235,26.56187,32.81117,27.8117,18.3741,7.137214,18.82465,29.08681,25.58712,15.54978,20.96204
"Apr",16.73719,30.87264,25.92348,36.87299,36.37368,21.3978,39.06074,23.28608,10.87474,16.73649,20.23606,18.23689,26.32353,21.47328
"May",15.03738,19.34903,10.97401,21.94892,12.64806,34.50948,24.27357,11.11138,12.56233,9.54899,24.42385,19.92454,17.67307,23.0609
"Jun",6.312393,6.199142,6.061975,15.52459,14.09941,18.94854,10.87448,13.64992,12.32524,6.787305,12.41238,14.01185,11.36202,15.06194
"Jul",32.62639,23.38647,19.72499,36.25114,35.163,38.77557,33.51287,40.20033,21.46321,28.11341,37.60065,26.26252,31.01319,31.61301
"Aug",58.72587,61.3988,47.55053,52.13764,52.01342,47.06217,50.94993,59.38721,40.67698,44.32633,53.97509,53.51266,55.22584,49.40046
"Sep",66.5999,73.16198,71.23725,55.78688,48.02531,54.3868,61.36214,73.17612,65.55402,37.2755,61.87486,64.10022,61.72592,69.75092
"Oct",50.82418,49.13724,47.26205,38.90016,29.77478,35.724,42.01226,37.38744,43.75126,26.59982,42.02535,37.07504,33.02477,64.27499
"Nov",37.1989,26.06204,22.01183,23.21215,21.72457,22.96171,21.36151,21.28684,38.47472,15.66224,25.83737,38.73731,20.06172,37.04964
"Dec",39.0612,19.61185,39.56199,23.62437,31.41208,15.22414,31.99908,15.07434,21.63729,22.39949,20.49987,25.27424,16.71187,26.18703
