"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,12.68,7.94,53.91,63.43,0,52.88,116.3
1984,16,71.37,28.54,53.54,0,0,53.84,53.84
1985,16,2.6,27.6,75,100,0,0,100
1986,16,70.05,50,75,0,0,0,0
1987,16,37.72,37.72,53.19,0,0,54.77,54.77
1988,16,32.72,33.32,75,0,0,0,0
1989,16,22.71,45.73,75,15.67,0,0,15.67
1990,16,33.64,50,75,0,0,0,0
1991,16,42.33,50,75,0,0,0,0
1992,16,22.5,22.56,59.84,16.66,0,37.27,53.93
1993,16,50.49,50,75,0,0,0,0
1994,16,49.62,49.62,75,0,0,0,0
1995,16,26.3,48.32,73.32,0,0,1.8,1.8
1996,16,50,25,75,0,0,0,0
1997,16,61.82,36.82,75,0,0,0,0
1998,16,32.71,41.56,75,0,0,0,0
1999,16,41.11,50,75,0,0,0,0
2000,16,41.91,50,75,0,0,0,0
2001,16,59,50,75,0,0,0,0
2002,16,36.28,48.19,75,0,0,0,0
2003,16,30.12,41.22,75,0,0,0,0
2004,16,25,30.64,55.64,4.76,0,48.32,53.08
2005,16,20.2,45.2,75,27.62,0,0,27.62
2006,16,26.23,35.93,60.12,0,0,36.53,36.53
2007,16,41.89,41.89,75,0,0,0,0
2008,16,67.82,47.99,75,0,0,0,0
2009,16,50,50,75,0,0,0,0
2010,16,31.71,39.18,64.18,0,0,25.85,25.85
2011,16,49.25,50,75,0,0,0,0
2012,16,29.31,49.91,75,0,0,0,0
2013,16,48.26,38.8,75,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,43.02,31.74,44.56,0,0,77.49,77.49
2016,16,58.81,50,75,0,0,0,0
2017,16,3.64,25,75,100,0,0,100
2018,16,59.57,34.57,75,0,0,0,0
2019,16,54.94,45.05,75,0,0,0,0
