"","MIXEDVEGg"
"1981",0.135366368441055
"1982",0.118042859815999
"1983",0.112627880268209
"1984",0.126541181742972
"1985",0.130478744414283
"1986",0.168710303898029
"1987",0.133505452209663
"1988",0.101817591963184
"1989",0.13975281963369
"1990",0.141469906719292
"1991",0.127380108535849
"1992",0.123200687009764
"1993",0.12661962172235
"1994",0.139818181779785
"1995",0.131982289937011
"1996",0.163016420641269
"1997",0.163297512995891
"1998",0.12954392251744
"1999",0.126205589409568
"2000",0.1264493
"2001",0.168928
"2002",0.1187653
"2003",0.1330061
"2004",0.1361243
"2005",0.1327945
"2006",0.1339804
"2007",0.1469707
"2008",0.1457064
"2009",0.1091893
"2010",0.1357531
"2011",0.1280823
"2012",0.1712403
"2013",0.1363558
"2014",0.1349884
"2015",0.116829
"2016",0.1724879
"2017",0.126149
"2018",0.1298772
"2019",0.1493475
