Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.698014936186186,0,0.101149867460317,0.0573568675675676,0,0,0.0507262285714286,0.0507262285714286,0,0,0,0,0,0,0,1.775418,11.710427,0,0.222334,0,0,0,0,0,0,0,0,0,0,0,0.2310521,0,0,0,0,0,0
2,0.397992083933934,0.0244814810810811,0.0313568055555556,0,0,0,0,0,0,2.9673798,0,0,0,0.9058148,0,5.514506,0,0,0,0,5.12543,0,0,0,0.8795262,0,0,0,0,0,0,0.2075083,0,0,0,0,0
3,0.109196193650794,0,1.850264,0,0,0,0,0.160105189189189,0.0513962222222222,0.539745,0.0577999714285714,0,0,0,0,2.022999,0.0577999714285714,0,0,0,5.384147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.00630229444444444,0,0,0,0,0.0739971891891892,0.193522172822823,0,1.699222,0,0,0,0,0,5.2279135,0,0,0,0,0,0,0,0,0,0,0,0,2.737896,0,0,0,0,0,0.2268826,0,0
5,0.430988711764706,0.298964470588235,0.0667685588235294,0.1987928,0,1.261473,0,0.321542484101749,0.0667685588235294,0,0.993031087440382,0,0,0,0,0,0,0,0,0,0,0,2.270131,0,1.737291,0,0,0,0,0,0,5.608638,0,0,25.068465,0,7.0033979
6,0.1756157,1.756157,1.12875660120549,5.6166753,2.19853963888889,25.614467,0.1756157,3.18204385150579,0.1756157,0,0.1756157,3.1611577,4.6838389,1.711549,0.1756157,1.0750076,0.1756157,0,0.228386602857143,0.1756157,7.4191137,0,0.1756157,0.1756157,0.1756157,0,5.3762457,0.1756157,0.1756157,0,0.1756157,0.1756157,0.1756157,0,0.1756157,1.3286039,14.5779257
7,8.233181,0,0.894228193650793,0.394564722222222,0.499663471428571,0,0,0,6.8686,0,0,3.48649295405405,0,15.408138,3.664866,0.499663471428571,0,0,0,6.829833,0,0,0,6.944911,0,0,0.4884295,0,0,0,0.2195193,13.64509,0,0,0,0,0
8,12.31584,2.736989,0.709324216216216,4.04281,1.95547558648649,0,0,0,0,0.2472693,0,0,29.8150988,0,13.115785,0.477895945945946,0,0,5.773155,0,0,1.370749,20.293553,7.914977,0,0,9.172006,7.380294,12.7751317,0,0,6.380253,0,0.2792981,0,6.699477,9.353939
9,0,0,1.41992638438438,0,8.7434201,1.09806156216216,34.741594,3.701672,0,0.5699984,8.90461522222222,0,29.991673,49.618011,1.6543747,5.102659,7.364623,0,0,16.440718,0,0,0,0.908616,5.9798815,0,13.294016,6.8929275,0,9.01014,2.3376791,0,3.254484,0,0,0,6.141361
10,81.6291013611111,0.2713558,41.2709397567568,2.68718302702703,31.072897,2.005381,0.895663618618619,0.922508459459459,0,0,0.927632,0.385345164864865,1.54012988888889,0,13.233659,6.897374,0,21.24143,0,9.21295,0,7.269731,0,32.665551,0,6.890208,0,0,1.476038,0,0,6.1101786,0,13.65452,0,16.4578624,1.0272181
