T2,MODIS HAIN ET
Oct 2000,26.8
Oct 2001,32.5
Oct 2002,22.5
Oct 2003,32.2
Oct 2004,31.8
Oct 2005,50.8
Oct 2006,56.0
Oct 2007,72.7
Oct 2008,65.0
Oct 2009,37.6
Oct 2010,68.8
Oct 2011,32.9
Oct 2012,34.0
Oct 2013,37.2
Oct 2014,45.4
