"","1","2","3"
"1983",27.2,37.3,75
"1984",56.7,50,75
"1985",22.6,38.5,75
"1986",73.2857142857143,50,75
"1987",70.9777777777778,45.9777777777778,75
"1988",55.1,33.6,75
"1989",46.6884920634921,48.9,75
"1990",31.8,49.4,75
"1991",60.9,50,75
"1992",63,48.7,74.9
"1993",71.2,48.5,75
"1994",58.6,50,75
"1995",49,48.5,73.5
"1996",50,25,75
"1997",75,50,75
"1998",65.4,50,75
"1999",37.4,50,75
"2000",56.9,50,75
"2001",61,50,75
"2002",58.9,50,75
"2003",58.8,50,75
"2004",42.2,50,75
"2005",25,50,75
"2006",70.4,50,75
"2007",62,50,75
"2008",63.4,38.4,75
"2009",56.3,41.6,75
"2010",62.4,50,75
"2011",71,50,75
"2012",46.4,50,75
"2013",70.9,50,75
"2014",15.8,33,75
"2015",73.1,50,75
"2016",72.3,50,75
"2017",49.9,50,75
"2018",75,50,75
"2019",75,50,75
