T2,MODIS HAIN ET
Jul 2000,93.3
Jul 2001,40.9
Jul 2002,29.2
Jul 2003,103.5
Jul 2004,96.1
Jul 2005,141.6
Jul 2006,113.7
Jul 2007,122.3
Jul 2008,137.7
Jul 2009,89.1
Jul 2010,108.0
Jul 2011,91.6
Jul 2012,118.5
Jul 2013,72.2
Jul 2014,95.0
