Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.635294117647059,0,0,0,0,0,0.635294117647059,0.635294117647059,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.455882352941176,0.455882352941176,0,15.5,0,0.455882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.396969696969697,0.396969696969697,0,0.396969696969697,0,0,0.396969696969697,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0.597058823529412,0.597058823529412,0,0,0,20.3,0,0.597058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,15.8,5.37352941176471,7.54210084033613,77.8,0,34.8,5.37352941176471,0,18.5,0,2.16857142857143,0,0,0,0,0,0,0,29.4,0,0,0,0,0,0,21.2,0,0,0,0,37.1,0,0,0,0,24
8,5.32,0,10.0657142857143,48.6,4.74571428571429,12.3,60.8,0,0,17.8,0,34.8,0,0,0,0,0,0,25,0,0,0,44.4,39.1,0,0,0,0,9.6,0,0,48.5,11.4,0,0,0,0
9,14,0,22.5,0,42.2,26.7,34.6,0,0,16.5,0,6.7,0,74.3,18.6,21.3,0,0,0,29.4,0,64.8,0,43.1,16.5,0,0,0,0,28,0,0,0,0,0,0,0
10,13.7057142857143,0,16.5382352941176,20.9,25.5,15.2,13.5,32.9,12.8,12.1,15.1,7.63823529411764,15.7439495798319,13.6,74.6,0,0,44,12,21.7,0,54.3,0,19.5,14.7,20.8,13.6,15.6,9.9,11.2,4.7,17.7,0,15.3,0,12.9,4.8
