Time,NDVI
Oct 1981,0.6619505
Oct 1982,0.6617385
Oct 1983,0.5897483
Oct 1984,0.5527811
Oct 1985,0.5775801
Oct 1986,0.5978854
Oct 1987,0.5166458
Oct 1988,0.5828433
Oct 1989,0.6200191
Oct 1990,0.6587155
Oct 1991,0.6027702
Oct 1992,0.6042926
Oct 1993,0.5607138
Oct 1994,0.6544499
Oct 1995,0.5641987
Oct 1996,0.4622229
Oct 1997,0.4658042
Oct 1998,0.5994701
Oct 1999,0.6016245
Oct 2000,0.516352
Oct 2001,0.5569124
Oct 2002,0.549947
Oct 2003,0.5791314
Oct 2004,0.571844
Oct 2005,0.5764102
Oct 2006,0.5428272
