"","1","2","3"
"1983",28,32.7,71.5
"1984",27.6,45.1,75
"1985",25.9,37,75
"1986",49.1914285714286,50,75
"1987",53.7277777777778,48.4277777777778,75
"1988",31.5,36.2,75
"1989",42.2192063492063,34.7,75
"1990",23.9,43.9,75
"1991",26.9,35.3,75
"1992",19.6,39.6,75
"1993",50.6,41,75
"1994",48.9,50,75
"1995",18.1,37.8,75
"1996",63.5,38.5,70.8
"1997",71.6,50,75
"1998",39.6,34.3,75
"1999",42.8,50,75
"2000",35.1,50,75
"2001",46.1,49.1,75
"2002",51.6,30.8,70.1
"2003",53.5,50,75
"2004",36.4,45.1,70.1
"2005",34.3,41.7,75
"2006",47.1,50,75
"2007",63.6,50,75
"2008",55.8,44.3,75
"2009",32.6,50,75
"2010",49.8,45.8,75
"2011",50,50,75
"2012",35.2,50,75
"2013",39.7,50,75
"2014",27.8,45.1,75
"2015",6.9,25,75
"2016",37.5,50,75
"2017",31.6,50,75
"2018",62.9,50,75
"2019",60.3,41.8,75
