T2,MODIS HAIN ET
Jul 2000,12.8
Jul 2001,18.7
Jul 2002,5.5
Jul 2003,45.6
Jul 2004,9.5
Jul 2005,42.1
Jul 2006,30.3
Jul 2007,62.2
Jul 2008,50.7
Jul 2009,30.0
Jul 2010,57.6
Jul 2011,18.6
Jul 2012,47.3
Jul 2013,9.0
Jul 2014,26.6
