T2,MODIS HAIN ET
Jul 2000,4.3
Jul 2001,9.4
Jul 2002,1.3
Jul 2003,29.0
Jul 2004,2.8
Jul 2005,29.1
Jul 2006,19.5
Jul 2007,57.2
Jul 2008,41.3
Jul 2009,27.3
Jul 2010,47.2
Jul 2011,14.7
Jul 2012,30.4
Jul 2013,2.5
Jul 2014,15.3
